"Código","Unidade Territorial","UF","Referência","Quantidade de famílias do Cadastro Único em situação de trabalho infantil","Quantidade de pessoas do Cadastro Único em situação de trabalho infantil"
"210215","BREJO DE AREIA","MA","11/2015","71","115"
"210215","BREJO DE AREIA","MA","07/2015","74","128"
"210215","BREJO DE AREIA","MA","01/2014","77","130"
"210215","BREJO DE AREIA","MA","04/2014","75","124"
"210215","BREJO DE AREIA","MA","05/2014","74","123"
"210215","BREJO DE AREIA","MA","06/2014","72","119"
"210215","BREJO DE AREIA","MA","03/2014","77","127"
"210215","BREJO DE AREIA","MA","02/2014","77","129"
"210215","BREJO DE AREIA","MA","07/2014","70","116"
"210215","BREJO DE AREIA","MA","08/2014","69","115"
"210215","BREJO DE AREIA","MA","09/2014","69","113"
"210215","BREJO DE AREIA","MA","12/2014","65","108"
"210215","BREJO DE AREIA","MA","10/2014","69","113"
"210215","BREJO DE AREIA","MA","11/2014","69","113"
"210215","BREJO DE AREIA","MA","01/2013","87","139"
"210215","BREJO DE AREIA","MA","11/2013","78","134"
"210215","BREJO DE AREIA","MA","02/2013","85","135"
"210215","BREJO DE AREIA","MA","03/2013","83","132"
"210215","BREJO DE AREIA","MA","04/2013","80","129"
"210215","BREJO DE AREIA","MA","05/2013","78","127"
"210215","BREJO DE AREIA","MA","06/2013","76","124"
"210215","BREJO DE AREIA","MA","07/2013","74","120"
"210215","BREJO DE AREIA","MA","09/2013","77","130"
"210215","BREJO DE AREIA","MA","08/2013","73","118"
"210215","BREJO DE AREIA","MA","12/2013","78","132"
"210215","BREJO DE AREIA","MA","10/2013","78","136"
"210215","BREJO DE AREIA","MA","12/2012","90","143"
"210220","BURITI","MA","05/2021","7","7"
"210220","BURITI","MA","09/2021","3","3"
"210220","BURITI","MA","07/2022","2","2"
"210220","BURITI","MA","03/2022","2","2"
"210220","BURITI","MA","08/2022","2","2"
"210220","BURITI","MA","05/2023","2","2"
"210220","BURITI","MA","11/2022","3","3"
"210220","BURITI","MA","12/2022","3","3"
"210220","BURITI","MA","01/2022","2","2"
"210220","BURITI","MA","02/2022","2","2"
"210220","BURITI","MA","09/2022","3","3"
"210220","BURITI","MA","04/2022","2","2"
"210220","BURITI","MA","10/2022","3","3"
"210220","BURITI","MA","05/2022","2","2"
"210220","BURITI","MA","06/2022","2","2"
"210220","BURITI","MA","03/2023","3","3"
"210220","BURITI","MA","04/2023","3","3"
"210220","BURITI","MA","06/2023","2","2"
"210220","BURITI","MA","11/2023","3","3"
"210220","BURITI","MA","01/2023","3","3"
"210220","BURITI","MA","02/2023","3","3"
"210220","BURITI","MA","12/2023","3","3"
"210220","BURITI","MA","02/2024","3","3"
"210220","BURITI","MA","03/2024","3","3"
"210220","BURITI","MA","04/2024","3","3"
"210220","BURITI","MA","06/2024","3","3"
"210220","BURITI","MA","07/2024","2","2"
"210220","BURITI","MA","08/2024","2","2"
"210220","BURITI","MA","09/2024","2","2"
"210220","BURITI","MA","05/2024","3","3"
"210220","BURITI","MA","06/2019","18","19"
"210220","BURITI","MA","11/2019","15","16"
"210220","BURITI","MA","10/2019","15","16"
"210220","BURITI","MA","09/2019","17","18"
"210220","BURITI","MA","01/2019","22","24"
"210220","BURITI","MA","05/2019","18","20"
"210220","BURITI","MA","12/2019","14","15"
"210220","BURITI","MA","10/2018","32","40"
"210220","BURITI","MA","09/2018","37","47"
"210220","BURITI","MA","06/2018","47","62"
"210220","BURITI","MA","05/2018","48","64"
"210220","BURITI","MA","02/2018","57","77"
"210220","BURITI","MA","08/2018","44","57"
"210220","BURITI","MA","04/2018","51","69"
"210220","BURITI","MA","01/2018","59","80"
"210220","BURITI","MA","11/2018","24","26"
"210220","BURITI","MA","07/2018","48","62"
"210220","BURITI","MA","03/2018","55","75"
"210220","BURITI","MA","12/2018","24","26"
"210220","BURITI","MA","12/2017","60","81"
"210220","BURITI","MA","11/2017","63","86"
"210220","BURITI","MA","07/2017","90","130"
"210220","BURITI","MA","02/2017","130","191"
"210220","BURITI","MA","10/2017","64","90"
"210220","BURITI","MA","06/2017","108","152"
"210220","BURITI","MA","04/2017","121","172"
"210220","BURITI","MA","01/2017","144","211"
"210220","BURITI","MA","05/2017","115","161"
"210220","BURITI","MA","09/2017","73","104"
"210220","BURITI","MA","03/2017","126","181"
"210220","BURITI","MA","08/2017","82","120"
"210220","BURITI","MA","10/2016","195","284"
"210220","BURITI","MA","06/2016","240","362"
"210220","BURITI","MA","05/2016","247","378"
"210220","BURITI","MA","03/2016","278","428"
"210220","BURITI","MA","04/2016","265","406"
"210220","BURITI","MA","09/2016","213","312"
"210220","BURITI","MA","01/2016","307","473"
"210220","BURITI","MA","12/2016","161","234"
"210220","BURITI","MA","08/2016","223","326"
"210220","BURITI","MA","02/2016","297","457"
"210220","BURITI","MA","11/2016","182","262"
"210220","BURITI","MA","07/2016","236","354"
"210220","BURITI","MA","06/2015","380","613"
"210220","BURITI","MA","04/2015","403","666"
"210220","BURITI","MA","11/2015","327","511"
"210220","BURITI","MA","01/2015","428","714"
"210220","BURITI","MA","05/2015","393","640"
"210220","BURITI","MA","10/2015","331","522"
"210220","BURITI","MA","02/2015","420","697"
"210220","BURITI","MA","03/2015","411","683"
"210220","BURITI","MA","12/2015","316","491"
"210220","BURITI","MA","09/2015","346","550"
"210220","BURITI","MA","08/2015","355","563"
"210220","BURITI","MA","07/2015","369","591"
"210220","BURITI","MA","01/2014","505","880"
"210220","BURITI","MA","04/2014","483","836"
"210220","BURITI","MA","05/2014","478","826"
"210220","BURITI","MA","06/2014","471","812"
"210220","BURITI","MA","03/2014","489","845"
"210220","BURITI","MA","02/2014","501","876"
"210220","BURITI","MA","07/2014","468","807"
"210220","BURITI","MA","08/2014","463","790"
"210220","BURITI","MA","09/2014","456","771"
"210220","BURITI","MA","12/2014","434","725"
"210220","BURITI","MA","10/2014","445","750"
"210220","BURITI","MA","11/2014","441","743"
"210220","BURITI","MA","01/2013","533","934"
"210220","BURITI","MA","02/2013","525","922"
"210220","BURITI","MA","03/2013","520","917"
"210220","BURITI","MA","04/2013","516","909"
"210220","BURITI","MA","05/2013","514","905"
"210220","BURITI","MA","06/2013","522","921"
"210220","BURITI","MA","07/2013","524","919"
"210220","BURITI","MA","09/2013","516","902"
"210220","BURITI","MA","08/2013","520","912"
"210220","BURITI","MA","12/2013","509","888"
"210220","BURITI","MA","10/2013","512","896"
"210220","BURITI","MA","11/2013","510","893"
"210220","BURITI","MA","12/2012","540","943"
"210220","BURITI","MA","03/2019","22","24"
"210220","BURITI","MA","02/2019","22","24"
"210220","BURITI","MA","07/2023","2","2"
"210220","BURITI","MA","08/2023","3","3"
"210220","BURITI","MA","09/2023","3","3"
"210220","BURITI","MA","10/2023","3","3"
"210220","BURITI","MA","04/2019","20","22"
"210220","BURITI","MA","07/2019","18","19"
"210220","BURITI","MA","08/2019","17","18"
"210220","BURITI","MA","05/2020","10","10"
"210220","BURITI","MA","09/2020","10","10"
"210220","BURITI","MA","10/2020","9","9"
"210220","BURITI","MA","12/2020","8","8"
"210220","BURITI","MA","02/2020","12","12"
"210220","BURITI","MA","03/2020","12","12"
"210220","BURITI","MA","06/2020","10","10"
"210220","BURITI","MA","01/2020","14","14"
"210220","BURITI","MA","11/2020","8","8"
"210220","BURITI","MA","04/2020","10","10"
"210220","BURITI","MA","07/2020","10","10"
"210220","BURITI","MA","08/2020","10","10"
"210220","BURITI","MA","06/2021","6","6"
"210220","BURITI","MA","07/2021","3","3"
"210220","BURITI","MA","08/2021","3","3"
"210220","BURITI","MA","10/2021","3","3"
"210220","BURITI","MA","11/2021","3","3"
"210220","BURITI","MA","12/2021","3","3"
"210220","BURITI","MA","01/2021","8","8"
"210220","BURITI","MA","03/2021","7","7"
"210220","BURITI","MA","04/2021","7","7"
"210220","BURITI","MA","02/2021","8","8"
"210220","BURITI","MA","11/2025","1","1"
"210220","BURITI","MA","10/2025","1","1"
"210220","BURITI","MA","09/2025","1","1"
"210220","BURITI","MA","08/2025","1","1"
"210220","BURITI","MA","07/2025","1","1"
"210220","BURITI","MA","06/2025","1","1"
"210220","BURITI","MA","05/2025","1","1"
"210220","BURITI","MA","03/2025","2","2"
"210220","BURITI","MA","02/2025","2","2"
"210220","BURITI","MA","01/2025","2","2"
"210220","BURITI","MA","01/2024","3","3"
"210220","BURITI","MA","12/2024","2","2"
"210220","BURITI","MA","11/2024","2","2"
"210220","BURITI","MA","10/2024","2","2"
"210230","BURITI BRAVO","MA","10/2021","1","1"
"210230","BURITI BRAVO","MA","12/2021","1","1"
"210230","BURITI BRAVO","MA","01/2021","2","2"
"210230","BURITI BRAVO","MA","03/2021","2","2"
"210230","BURITI BRAVO","MA","04/2021","2","2"
"210230","BURITI BRAVO","MA","02/2021","2","2"
"210230","BURITI BRAVO","MA","05/2021","2","2"
"210230","BURITI BRAVO","MA","09/2021","1","1"
"210230","BURITI BRAVO","MA","07/2022","0",""
"210230","BURITI BRAVO","MA","03/2022","1","1"
"210230","BURITI BRAVO","MA","08/2022","0",""
"210230","BURITI BRAVO","MA","11/2022","0",""
"210230","BURITI BRAVO","MA","12/2022","0",""
"210230","BURITI BRAVO","MA","01/2022","1","1"
"210230","BURITI BRAVO","MA","02/2022","1","1"
"210230","BURITI BRAVO","MA","09/2022","0",""
"210230","BURITI BRAVO","MA","04/2022","1","1"
"210230","BURITI BRAVO","MA","10/2022","0",""
"210230","BURITI BRAVO","MA","05/2022","1","1"
"210230","BURITI BRAVO","MA","06/2022","0",""
"210230","BURITI BRAVO","MA","03/2023","2","3"
"210230","BURITI BRAVO","MA","04/2023","2","3"
"210230","BURITI BRAVO","MA","01/2023","0",""
"210230","BURITI BRAVO","MA","06/2023","2","3"
"210230","BURITI BRAVO","MA","05/2023","2","3"
"210230","BURITI BRAVO","MA","07/2023","2","3"
"210230","BURITI BRAVO","MA","08/2023","2","3"
"210230","BURITI BRAVO","MA","09/2023","2","3"
"210230","BURITI BRAVO","MA","10/2023","1","2"
"210230","BURITI BRAVO","MA","02/2023","2","3"
"210230","BURITI BRAVO","MA","12/2012","99","140"
"210230","BURITI BRAVO","MA","11/2013","72","101"
"210230","BURITI BRAVO","MA","10/2013","75","106"
"210230","BURITI BRAVO","MA","12/2013","62","86"
"210230","BURITI BRAVO","MA","08/2013","77","110"
"210230","BURITI BRAVO","MA","09/2013","75","108"
"210230","BURITI BRAVO","MA","07/2013","78","112"
"210230","BURITI BRAVO","MA","06/2013","79","114"
"210230","BURITI BRAVO","MA","05/2013","80","115"
"210230","BURITI BRAVO","MA","04/2013","83","118"
"210230","BURITI BRAVO","MA","03/2013","88","126"
"210230","BURITI BRAVO","MA","02/2013","91","130"
"210230","BURITI BRAVO","MA","01/2013","95","134"
"210230","BURITI BRAVO","MA","11/2014","66","93"
"210230","BURITI BRAVO","MA","10/2014","69","98"
"210230","BURITI BRAVO","MA","12/2014","66","91"
"210230","BURITI BRAVO","MA","09/2014","76","108"
"210230","BURITI BRAVO","MA","08/2014","76","106"
"210230","BURITI BRAVO","MA","07/2014","77","109"
"210230","BURITI BRAVO","MA","02/2014","59","79"
"210230","BURITI BRAVO","MA","03/2014","58","77"
"210230","BURITI BRAVO","MA","06/2014","51","67"
"210230","BURITI BRAVO","MA","05/2014","53","69"
"210230","BURITI BRAVO","MA","04/2014","53","70"
"210230","BURITI BRAVO","MA","01/2014","61","81"
"210230","BURITI BRAVO","MA","02/2015","65","90"
"210230","BURITI BRAVO","MA","07/2015","54","72"
"210230","BURITI BRAVO","MA","08/2015","53","71"
"210230","BURITI BRAVO","MA","10/2015","50","67"
"210230","BURITI BRAVO","MA","11/2015","44","60"
"210230","BURITI BRAVO","MA","12/2015","41","56"
"210230","BURITI BRAVO","MA","03/2015","65","89"
"210230","BURITI BRAVO","MA","05/2015","61","83"
"210230","BURITI BRAVO","MA","01/2015","65","90"
"210230","BURITI BRAVO","MA","04/2015","62","84"
"210230","BURITI BRAVO","MA","09/2015","52","69"
"210230","BURITI BRAVO","MA","06/2015","59","79"
"210230","BURITI BRAVO","MA","11/2016","35","45"
"210230","BURITI BRAVO","MA","02/2016","40","55"
"210230","BURITI BRAVO","MA","04/2016","39","53"
"210230","BURITI BRAVO","MA","08/2016","37","49"
"210230","BURITI BRAVO","MA","03/2016","40","54"
"210230","BURITI BRAVO","MA","01/2016","41","56"
"210230","BURITI BRAVO","MA","09/2016","37","48"
"210230","BURITI BRAVO","MA","07/2016","38","51"
"210230","BURITI BRAVO","MA","12/2016","32","41"
"210230","BURITI BRAVO","MA","06/2016","38","51"
"210230","BURITI BRAVO","MA","10/2016","37","47"
"210230","BURITI BRAVO","MA","05/2016","39","53"
"210230","BURITI BRAVO","MA","04/2017","26","35"
"210230","BURITI BRAVO","MA","09/2017","15","20"
"210230","BURITI BRAVO","MA","01/2017","32","41"
"210230","BURITI BRAVO","MA","05/2017","25","34"
"210230","BURITI BRAVO","MA","02/2017","30","39"
"210230","BURITI BRAVO","MA","07/2017","19","28"
"210230","BURITI BRAVO","MA","10/2017","15","20"
"210230","BURITI BRAVO","MA","08/2017","18","26"
"210230","BURITI BRAVO","MA","03/2017","27","36"
"210230","BURITI BRAVO","MA","06/2017","22","31"
"210230","BURITI BRAVO","MA","11/2017","15","20"
"210230","BURITI BRAVO","MA","12/2017","15","20"
"210230","BURITI BRAVO","MA","03/2018","14","19"
"210230","BURITI BRAVO","MA","07/2018","13","16"
"210230","BURITI BRAVO","MA","11/2018","10","13"
"210230","BURITI BRAVO","MA","12/2018","10","12"
"210230","BURITI BRAVO","MA","01/2018","14","19"
"210230","BURITI BRAVO","MA","04/2018","14","19"
"210230","BURITI BRAVO","MA","08/2018","13","16"
"210230","BURITI BRAVO","MA","02/2018","14","19"
"210230","BURITI BRAVO","MA","05/2018","14","19"
"210230","BURITI BRAVO","MA","06/2018","13","16"
"210230","BURITI BRAVO","MA","09/2018","11","14"
"210230","BURITI BRAVO","MA","10/2018","10","13"
"210230","BURITI BRAVO","MA","12/2019","2","3"
"210230","BURITI BRAVO","MA","05/2019","4","5"
"210230","BURITI BRAVO","MA","01/2019","9","11"
"210230","BURITI BRAVO","MA","09/2019","3","4"
"210230","BURITI BRAVO","MA","10/2019","3","4"
"210230","BURITI BRAVO","MA","11/2019","3","4"
"210230","BURITI BRAVO","MA","06/2019","4","5"
"210230","BURITI BRAVO","MA","02/2019","8","9"
"210230","BURITI BRAVO","MA","03/2019","6","7"
"210230","BURITI BRAVO","MA","04/2019","4","5"
"210230","BURITI BRAVO","MA","07/2019","3","4"
"210230","BURITI BRAVO","MA","08/2019","3","4"
"210230","BURITI BRAVO","MA","05/2020","2","2"
"210230","BURITI BRAVO","MA","09/2020","2","2"
"210230","BURITI BRAVO","MA","10/2020","2","2"
"210230","BURITI BRAVO","MA","12/2020","2","2"
"210230","BURITI BRAVO","MA","02/2020","2","2"
"210230","BURITI BRAVO","MA","03/2020","2","2"
"210230","BURITI BRAVO","MA","06/2020","2","2"
"210230","BURITI BRAVO","MA","01/2020","2","3"
"210230","BURITI BRAVO","MA","11/2020","2","2"
"210230","BURITI BRAVO","MA","04/2020","2","2"
"210230","BURITI BRAVO","MA","07/2020","2","2"
"210230","BURITI BRAVO","MA","08/2020","2","2"
"210230","BURITI BRAVO","MA","06/2021","1","1"
"210230","BURITI BRAVO","MA","07/2021","1","1"
"210230","BURITI BRAVO","MA","08/2021","1","1"
"210230","BURITI BRAVO","MA","11/2021","1","1"
"210232","BURITICUPU","MA","08/2013","384","558"
"210232","BURITICUPU","MA","09/2013","363","528"
"210232","BURITICUPU","MA","07/2013","411","604"
"210232","BURITICUPU","MA","06/2013","463","682"
"210232","BURITICUPU","MA","05/2013","466","693"
"210232","BURITICUPU","MA","04/2013","433","652"
"210232","BURITICUPU","MA","03/2013","427","636"
"210232","BURITICUPU","MA","02/2013","433","647"
"210232","BURITICUPU","MA","01/2013","434","651"
"210232","BURITICUPU","MA","11/2014","170","248"
"210232","BURITICUPU","MA","10/2014","173","252"
"210232","BURITICUPU","MA","12/2014","166","243"
"210232","BURITICUPU","MA","09/2014","177","258"
"210232","BURITICUPU","MA","08/2014","183","266"
"210232","BURITICUPU","MA","07/2014","200","289"
"210232","BURITICUPU","MA","02/2014","267","392"
"210232","BURITICUPU","MA","03/2014","244","360"
"210232","BURITICUPU","MA","06/2014","220","320"
"210232","BURITICUPU","MA","05/2014","227","333"
"210232","BURITICUPU","MA","04/2014","233","343"
"210232","BURITICUPU","MA","01/2014","318","459"
"210232","BURITICUPU","MA","11/2015","85","115"
"210232","BURITICUPU","MA","07/2015","110","153"
"210232","BURITICUPU","MA","05/2023","1","1"
"210232","BURITICUPU","MA","02/2023","0",""
"210232","BURITICUPU","MA","04/2020","7","7"
"210232","BURITICUPU","MA","11/2020","5","5"
"210232","BURITICUPU","MA","01/2020","7","7"
"210232","BURITICUPU","MA","06/2020","6","6"
"210232","BURITICUPU","MA","03/2020","7","7"
"210232","BURITICUPU","MA","02/2020","7","7"
"210232","BURITICUPU","MA","12/2020","5","5"
"210232","BURITICUPU","MA","10/2020","7","7"
"210232","BURITICUPU","MA","09/2020","7","7"
"210232","BURITICUPU","MA","05/2020","7","7"
"210232","BURITICUPU","MA","04/2019","10","13"
"210232","BURITICUPU","MA","08/2019","7","9"
"210232","BURITICUPU","MA","07/2019","8","10"
"210232","BURITICUPU","MA","09/2019","7","7"
"210232","BURITICUPU","MA","03/2019","13","17"
"210232","BURITICUPU","MA","05/2019","9","12"
"210232","BURITICUPU","MA","06/2019","8","10"
"210232","BURITICUPU","MA","02/2019","14","18"
"210232","BURITICUPU","MA","11/2019","7","7"
"210232","BURITICUPU","MA","10/2019","7","7"
"210232","BURITICUPU","MA","01/2019","15","19"
"210232","BURITICUPU","MA","12/2019","7","7"
"210232","BURITICUPU","MA","10/2018","20","24"
"210232","BURITICUPU","MA","09/2018","19","23"
"210232","BURITICUPU","MA","06/2018","21","26"
"210232","BURITICUPU","MA","05/2018","22","28"
"210232","BURITICUPU","MA","02/2018","23","29"
"210232","BURITICUPU","MA","08/2018","19","23"
"210232","BURITICUPU","MA","03/2018","23","29"
"210232","BURITICUPU","MA","04/2018","23","29"
"210232","BURITICUPU","MA","01/2018","23","29"
"210232","BURITICUPU","MA","12/2018","17","21"
