"Código","Unidade Territorial","UF","Referência","Quantidade de famílias do Cadastro Único em situação de trabalho infantil","Quantidade de pessoas do Cadastro Único em situação de trabalho infantil"
"210640","MATA ROMA","MA","01/2021","2","2"
"210640","MATA ROMA","MA","03/2021","2","2"
"210640","MATA ROMA","MA","04/2021","2","2"
"210640","MATA ROMA","MA","02/2021","2","2"
"210640","MATA ROMA","MA","05/2021","2","2"
"210640","MATA ROMA","MA","09/2021","0",""
"210640","MATA ROMA","MA","07/2022","0",""
"210640","MATA ROMA","MA","03/2022","0",""
"210640","MATA ROMA","MA","08/2022","0",""
"210640","MATA ROMA","MA","11/2022","0",""
"210640","MATA ROMA","MA","12/2022","0",""
"210640","MATA ROMA","MA","01/2022","0",""
"210640","MATA ROMA","MA","02/2022","0",""
"210640","MATA ROMA","MA","09/2022","0",""
"210640","MATA ROMA","MA","04/2022","0",""
"210640","MATA ROMA","MA","10/2022","0",""
"210640","MATA ROMA","MA","05/2022","0",""
"210640","MATA ROMA","MA","06/2022","1","1"
"210640","MATA ROMA","MA","04/2023","0",""
"210640","MATA ROMA","MA","01/2023","0",""
"210640","MATA ROMA","MA","02/2023","0",""
"210640","MATA ROMA","MA","03/2023","0",""
"210640","MATA ROMA","MA","05/2023","0",""
"210640","MATA ROMA","MA","12/2012","122","185"
"210640","MATA ROMA","MA","08/2014","30","45"
"210640","MATA ROMA","MA","09/2014","24","31"
"210640","MATA ROMA","MA","12/2014","21","28"
"210640","MATA ROMA","MA","10/2014","23","30"
"210640","MATA ROMA","MA","11/2014","22","29"
"210640","MATA ROMA","MA","01/2013","116","178"
"210640","MATA ROMA","MA","02/2013","107","164"
"210640","MATA ROMA","MA","03/2013","102","159"
"210640","MATA ROMA","MA","04/2013","96","147"
"210640","MATA ROMA","MA","05/2013","81","125"
"210640","MATA ROMA","MA","06/2013","75","112"
"210640","MATA ROMA","MA","07/2013","66","99"
"210640","MATA ROMA","MA","09/2013","57","83"
"210640","MATA ROMA","MA","08/2013","60","91"
"210640","MATA ROMA","MA","12/2013","45","66"
"210640","MATA ROMA","MA","10/2013","56","82"
"210640","MATA ROMA","MA","06/2020","2","2"
"210640","MATA ROMA","MA","03/2020","2","2"
"210640","MATA ROMA","MA","02/2020","2","2"
"210640","MATA ROMA","MA","12/2020","2","2"
"210640","MATA ROMA","MA","10/2020","2","2"
"210640","MATA ROMA","MA","09/2020","2","2"
"210640","MATA ROMA","MA","05/2020","2","2"
"210640","MATA ROMA","MA","08/2019","2","3"
"210640","MATA ROMA","MA","07/2019","2","3"
"210640","MATA ROMA","MA","04/2019","2","3"
"210640","MATA ROMA","MA","03/2019","2","3"
"210640","MATA ROMA","MA","12/2019","2","3"
"210640","MATA ROMA","MA","05/2019","2","3"
"210640","MATA ROMA","MA","02/2019","2","3"
"210640","MATA ROMA","MA","06/2019","2","3"
"210640","MATA ROMA","MA","11/2019","2","3"
"210640","MATA ROMA","MA","10/2019","2","3"
"210640","MATA ROMA","MA","09/2019","2","3"
"210640","MATA ROMA","MA","01/2019","2","3"
"210640","MATA ROMA","MA","10/2018","2","3"
"210640","MATA ROMA","MA","09/2018","2","3"
"210640","MATA ROMA","MA","06/2018","2","4"
"210640","MATA ROMA","MA","05/2018","2","4"
"210640","MATA ROMA","MA","02/2018","2","4"
"210640","MATA ROMA","MA","08/2018","2","3"
"210640","MATA ROMA","MA","04/2018","3","5"
"210640","MATA ROMA","MA","01/2018","2","4"
"210640","MATA ROMA","MA","12/2018","2","3"
"210640","MATA ROMA","MA","11/2018","2","3"
"210640","MATA ROMA","MA","07/2018","2","3"
"210640","MATA ROMA","MA","03/2018","2","4"
"210640","MATA ROMA","MA","11/2017","3","5"
"210640","MATA ROMA","MA","07/2017","4","6"
"210640","MATA ROMA","MA","06/2017","4","6"
"210640","MATA ROMA","MA","12/2017","2","4"
"210640","MATA ROMA","MA","10/2017","3","5"
"210640","MATA ROMA","MA","05/2017","4","6"
"210640","MATA ROMA","MA","01/2017","5","7"
"210640","MATA ROMA","MA","03/2017","4","6"
"210640","MATA ROMA","MA","02/2017","5","7"
"210640","MATA ROMA","MA","09/2017","3","5"
"210640","MATA ROMA","MA","08/2017","4","6"
"210640","MATA ROMA","MA","04/2017","4","6"
"210640","MATA ROMA","MA","06/2016","7","10"
"210640","MATA ROMA","MA","02/2016","7","10"
"210640","MATA ROMA","MA","01/2016","7","10"
"210640","MATA ROMA","MA","10/2016","6","9"
"210640","MATA ROMA","MA","05/2016","7","10"
"210640","MATA ROMA","MA","07/2016","6","9"
"210640","MATA ROMA","MA","04/2016","7","10"
"210640","MATA ROMA","MA","09/2016","6","9"
"210640","MATA ROMA","MA","03/2016","7","10"
"210640","MATA ROMA","MA","12/2016","5","8"
"210640","MATA ROMA","MA","11/2016","5","8"
"210640","MATA ROMA","MA","08/2016","6","9"
"210640","MATA ROMA","MA","06/2015","14","19"
"210640","MATA ROMA","MA","04/2015","17","22"
"210640","MATA ROMA","MA","01/2015","20","27"
"210640","MATA ROMA","MA","05/2015","17","22"
"210640","MATA ROMA","MA","10/2015","9","12"
"210640","MATA ROMA","MA","02/2015","19","25"
"210640","MATA ROMA","MA","03/2015","19","25"
"210640","MATA ROMA","MA","12/2015","8","11"
"210640","MATA ROMA","MA","09/2015","10","13"
"210640","MATA ROMA","MA","08/2015","11","15"
"210640","MATA ROMA","MA","07/2015","13","18"
"210640","MATA ROMA","MA","11/2015","9","12"
"210640","MATA ROMA","MA","01/2014","40","59"
"210640","MATA ROMA","MA","04/2014","34","49"
"210640","MATA ROMA","MA","05/2014","34","49"
"210640","MATA ROMA","MA","06/2014","31","46"
"210640","MATA ROMA","MA","03/2014","37","52"
"210640","MATA ROMA","MA","02/2014","39","56"
"210640","MATA ROMA","MA","07/2014","30","45"
"210650","MATINHA","MA","02/2021","1","1"
"210650","MATINHA","MA","08/2017","30","34"
"210650","MATINHA","MA","09/2017","30","34"
"210650","MATINHA","MA","05/2017","33","38"
"210650","MATINHA","MA","01/2017","36","42"
"210650","MATINHA","MA","04/2017","34","39"
"210650","MATINHA","MA","10/2017","25","28"
"210650","MATINHA","MA","12/2017","22","25"
"210650","MATINHA","MA","02/2017","36","42"
"210650","MATINHA","MA","03/2017","35","41"
"210650","MATINHA","MA","06/2017","34","39"
"210650","MATINHA","MA","07/2017","31","35"
"210650","MATINHA","MA","11/2017","23","26"
"210650","MATINHA","MA","03/2018","19","21"
"210650","MATINHA","MA","07/2018","12","14"
"210650","MATINHA","MA","11/2018","9","10"
"210650","MATINHA","MA","12/2018","9","10"
"210650","MATINHA","MA","01/2018","21","24"
"210650","MATINHA","MA","04/2018","17","19"
"210650","MATINHA","MA","08/2018","11","13"
"210650","MATINHA","MA","02/2018","21","24"
"210650","MATINHA","MA","05/2018","16","18"
"210650","MATINHA","MA","06/2018","15","17"
"210650","MATINHA","MA","09/2018","10","11"
"210650","MATINHA","MA","10/2018","10","11"
"210650","MATINHA","MA","01/2019","9","10"
"210650","MATINHA","MA","10/2019","2","2"
"210650","MATINHA","MA","11/2019","2","2"
"210650","MATINHA","MA","06/2019","6","6"
"210650","MATINHA","MA","02/2019","9","10"
"210650","MATINHA","MA","05/2019","5","6"
"210650","MATINHA","MA","12/2019","1","1"
"210650","MATINHA","MA","03/2019","8","9"
"210650","MATINHA","MA","09/2019","2","2"
"210650","MATINHA","MA","04/2019","6","7"
"210650","MATINHA","MA","07/2019","4","4"
"210650","MATINHA","MA","08/2019","4","4"
"210650","MATINHA","MA","05/2020","1","1"
"210650","MATINHA","MA","09/2020","1","1"
"210650","MATINHA","MA","10/2020","1","1"
"210650","MATINHA","MA","12/2020","1","1"
"210650","MATINHA","MA","02/2020","1","1"
"210650","MATINHA","MA","03/2020","1","1"
"210650","MATINHA","MA","06/2020","1","1"
"210650","MATINHA","MA","01/2020","1","1"
"210650","MATINHA","MA","11/2020","1","1"
"210650","MATINHA","MA","04/2020","1","1"
"210650","MATINHA","MA","07/2020","1","1"
"210650","MATINHA","MA","08/2020","1","1"
"210650","MATINHA","MA","06/2021","1","1"
"210650","MATINHA","MA","07/2021","1","1"
"210650","MATINHA","MA","10/2021","2","2"
"210650","MATINHA","MA","08/2021","2","2"
"210650","MATINHA","MA","11/2021","2","2"
"210650","MATINHA","MA","12/2021","2","2"
"210650","MATINHA","MA","01/2021","1","1"
"210650","MATINHA","MA","03/2021","1","1"
"210650","MATINHA","MA","04/2021","1","1"
"210650","MATINHA","MA","05/2021","1","1"
"210650","MATINHA","MA","09/2021","2","2"
"210650","MATINHA","MA","07/2022","2","2"
"210650","MATINHA","MA","03/2022","1","1"
"210650","MATINHA","MA","11/2022","2","2"
"210650","MATINHA","MA","12/2022","2","2"
"210650","MATINHA","MA","01/2022","1","1"
"210650","MATINHA","MA","02/2022","1","1"
"210650","MATINHA","MA","09/2022","2","2"
"210650","MATINHA","MA","04/2022","2","2"
"210650","MATINHA","MA","08/2022","2","2"
"210650","MATINHA","MA","10/2022","2","2"
"210650","MATINHA","MA","05/2022","2","2"
"210650","MATINHA","MA","06/2022","2","2"
"210650","MATINHA","MA","01/2023","2","2"
"210650","MATINHA","MA","03/2023","5","5"
"210650","MATINHA","MA","04/2023","5","5"
"210650","MATINHA","MA","05/2023","5","5"
"210650","MATINHA","MA","07/2023","4","4"
"210650","MATINHA","MA","08/2023","3","3"
"210650","MATINHA","MA","09/2023","3","3"
"210650","MATINHA","MA","11/2023","4","4"
"210650","MATINHA","MA","02/2023","3","3"
"210650","MATINHA","MA","12/2023","4","4"
"210650","MATINHA","MA","06/2023","4","4"
"210650","MATINHA","MA","10/2023","4","4"
"210650","MATINHA","MA","02/2024","2","2"
"210650","MATINHA","MA","03/2024","2","2"
"210650","MATINHA","MA","01/2024","3","3"
"210650","MATINHA","MA","04/2024","2","2"
"210650","MATINHA","MA","06/2024","2","2"
"210650","MATINHA","MA","07/2024","2","2"
"210650","MATINHA","MA","08/2024","2","2"
"210650","MATINHA","MA","09/2024","2","2"
"210650","MATINHA","MA","10/2024","1","1"
"210650","MATINHA","MA","11/2024","1","1"
"210650","MATINHA","MA","05/2024","2","2"
"210650","MATINHA","MA","03/2016","50","67"
"210650","MATINHA","MA","06/2016","46","58"
"210650","MATINHA","MA","05/2016","48","61"
"210650","MATINHA","MA","04/2016","48","62"
"210650","MATINHA","MA","09/2016","44","52"
"210650","MATINHA","MA","01/2016","51","70"
"210650","MATINHA","MA","12/2016","40","46"
"210650","MATINHA","MA","10/2016","42","50"
"210650","MATINHA","MA","08/2016","44","53"
"210650","MATINHA","MA","02/2016","51","69"
"210650","MATINHA","MA","11/2016","41","48"
"210650","MATINHA","MA","07/2016","44","54"
"210650","MATINHA","MA","06/2015","56","78"
"210650","MATINHA","MA","12/2015","51","70"
"210650","MATINHA","MA","04/2015","59","83"
"210650","MATINHA","MA","07/2015","56","78"
"210650","MATINHA","MA","01/2015","62","88"
"210650","MATINHA","MA","05/2015","57","79"
"210650","MATINHA","MA","10/2015","54","76"
"210650","MATINHA","MA","03/2015","60","84"
"210650","MATINHA","MA","09/2015","55","77"
"210650","MATINHA","MA","08/2015","56","78"
"210650","MATINHA","MA","02/2015","62","86"
"210650","MATINHA","MA","11/2015","53","74"
"210650","MATINHA","MA","01/2014","81","121"
"210650","MATINHA","MA","04/2014","77","112"
"210650","MATINHA","MA","05/2014","75","108"
"210650","MATINHA","MA","06/2014","71","103"
"210650","MATINHA","MA","03/2014","78","113"
"210650","MATINHA","MA","02/2014","79","116"
"210650","MATINHA","MA","07/2014","71","103"
"210650","MATINHA","MA","08/2014","69","100"
"210650","MATINHA","MA","09/2014","66","94"
"210650","MATINHA","MA","12/2014","62","90"
"210650","MATINHA","MA","10/2014","63","91"
"210650","MATINHA","MA","11/2014","62","90"
"210650","MATINHA","MA","01/2013","109","172"
"210650","MATINHA","MA","02/2013","108","170"
"210650","MATINHA","MA","03/2013","106","168"
"210650","MATINHA","MA","04/2013","95","149"
"210650","MATINHA","MA","05/2013","93","145"
"210650","MATINHA","MA","06/2013","86","133"
"210650","MATINHA","MA","07/2013","85","131"
"210650","MATINHA","MA","09/2013","83","126"
"210650","MATINHA","MA","08/2013","83","127"
"210650","MATINHA","MA","12/2013","82","123"
"210650","MATINHA","MA","10/2013","83","125"
"210650","MATINHA","MA","11/2013","83","124"
"210650","MATINHA","MA","12/2012","111","174"
"210660","MATÕES","MA","06/2024","4","4"
"210660","MATÕES","MA","11/2025","2","2"
"210660","MATÕES","MA","07/2024","3","3"
"210660","MATÕES","MA","08/2024","3","3"
"210660","MATÕES","MA","09/2024","3","3"
"210660","MATÕES","MA","05/2024","3","3"
"210660","MATÕES","MA","10/2024","2","2"
"210660","MATÕES","MA","11/2024","2","2"
"210660","MATÕES","MA","12/2024","2","2"
"210660","MATÕES","MA","01/2024","2","2"
"210660","MATÕES","MA","04/2013","123","186"
"210660","MATÕES","MA","03/2013","122","186"
"210660","MATÕES","MA","02/2013","121","185"
"210660","MATÕES","MA","01/2013","123","188"
"210660","MATÕES","MA","11/2014","94","128"
"210660","MATÕES","MA","10/2014","96","131"
"210660","MATÕES","MA","12/2014","90","123"
"210660","MATÕES","MA","09/2014","97","134"
"210660","MATÕES","MA","08/2014","102","140"
"210660","MATÕES","MA","07/2014","106","147"
"210660","MATÕES","MA","02/2014","110","158"
"210660","MATÕES","MA","03/2014","110","156"
"210660","MATÕES","MA","06/2014","105","146"
"210660","MATÕES","MA","05/2014","106","149"
"210660","MATÕES","MA","04/2014","108","153"
"210660","MATÕES","MA","01/2014","110","161"
"210660","MATÕES","MA","02/2015","86","118"
"210660","MATÕES","MA","09/2015","58","73"
"210660","MATÕES","MA","11/2015","48","58"
"210660","MATÕES","MA","12/2015","44","54"
"210660","MATÕES","MA","03/2015","85","117"
"210660","MATÕES","MA","10/2015","48","59"
"210660","MATÕES","MA","05/2015","82","109"
"210660","MATÕES","MA","01/2015","90","123"
"210660","MATÕES","MA","04/2015","83","112"
"210660","MATÕES","MA","07/2015","70","92"
"210660","MATÕES","MA","08/2015","63","82"
"210660","MATÕES","MA","06/2015","79","104"
"210660","MATÕES","MA","07/2016","31","35"
"210660","MATÕES","MA","11/2016","21","24"
"210660","MATÕES","MA","08/2016","25","29"
"210660","MATÕES","MA","03/2016","36","45"
"210660","MATÕES","MA","12/2016","21","24"
"210660","MATÕES","MA","01/2016","42","51"
"210660","MATÕES","MA","09/2016","25","28"
"210660","MATÕES","MA","04/2016","34","42"
"210660","MATÕES","MA","05/2016","35","42"
"210660","MATÕES","MA","10/2016","22","25"
"210660","MATÕES","MA","02/2016","40","49"
"210660","MATÕES","MA","06/2016","33","39"
"210660","MATÕES","MA","04/2017","20","23"
"210660","MATÕES","MA","09/2017","13","15"
"210660","MATÕES","MA","02/2017","20","23"
"210660","MATÕES","MA","01/2017","22","25"
"210660","MATÕES","MA","06/2017","17","19"
"210660","MATÕES","MA","05/2017","18","20"
"210660","MATÕES","MA","10/2017","12","14"
"210660","MATÕES","MA","11/2017","11","13"
"210660","MATÕES","MA","08/2017","17","19"
"210660","MATÕES","MA","12/2017","10","12"
"210660","MATÕES","MA","03/2017","20","23"
"210660","MATÕES","MA","07/2017","17","19"
"210660","MATÕES","MA","03/2018","11","13"
"210660","MATÕES","MA","07/2018","9","11"
"210660","MATÕES","MA","11/2018","9","11"
"210660","MATÕES","MA","01/2018","10","12"
"210660","MATÕES","MA","04/2018","11","13"
"210660","MATÕES","MA","08/2018","7","8"
"210660","MATÕES","MA","10/2025","2","2"
"210660","MATÕES","MA","02/2018","10","12"
"210660","MATÕES","MA","12/2018","8","9"
"210660","MATÕES","MA","05/2018","11","13"
"210660","MATÕES","MA","06/2018","10","12"
"210660","MATÕES","MA","09/2018","8","10"
"210660","MATÕES","MA","10/2018","8","10"
"210660","MATÕES","MA","05/2019","7","8"
"210660","MATÕES","MA","01/2019","7","8"
"210660","MATÕES","MA","01/2025","2","2"
"210660","MATÕES","MA","02/2025","3","3"
"210660","MATÕES","MA","03/2025","3","3"
"210660","MATÕES","MA","05/2025","3","3"
"210660","MATÕES","MA","06/2025","3","3"
"210660","MATÕES","MA","07/2025","3","3"
"210660","MATÕES","MA","09/2019","9","12"
"210660","MATÕES","MA","10/2019","6","8"
"210660","MATÕES","MA","06/2019","9","11"
"210660","MATÕES","MA","12/2019","6","8"
"210660","MATÕES","MA","03/2019","7","8"
"210660","MATÕES","MA","04/2019","7","8"
"210660","MATÕES","MA","11/2019","6","8"
"210660","MATÕES","MA","07/2019","8","10"
"210660","MATÕES","MA","02/2019","7","8"
"210660","MATÕES","MA","08/2019","9","12"
"210660","MATÕES","MA","05/2020","7","8"
"210660","MATÕES","MA","09/2020","6","7"
"210660","MATÕES","MA","10/2020","5","6"
"210660","MATÕES","MA","12/2020","5","6"
"210660","MATÕES","MA","02/2020","8","10"
"210660","MATÕES","MA","03/2020","7","9"
"210660","MATÕES","MA","08/2025","3","3"
"210660","MATÕES","MA","01/2020","6","8"
"210660","MATÕES","MA","11/2020","5","6"
"210660","MATÕES","MA","06/2020","6","7"
"210660","MATÕES","MA","04/2020","7","9"
"210660","MATÕES","MA","07/2020","6","7"
"210660","MATÕES","MA","08/2020","6","7"
"210660","MATÕES","MA","06/2021","9","10"
"210660","MATÕES","MA","07/2021","8","9"
"210660","MATÕES","MA","10/2021","6","7"
"210660","MATÕES","MA","08/2021","8","9"
"210660","MATÕES","MA","11/2021","7","8"
"210660","MATÕES","MA","12/2021","8","9"
"210660","MATÕES","MA","09/2025","2","2"
"210660","MATÕES","MA","01/2021","5","6"
"210660","MATÕES","MA","03/2021","7","8"
"210660","MATÕES","MA","04/2021","8","9"
"210660","MATÕES","MA","02/2021","5","6"
"210660","MATÕES","MA","05/2021","9","10"
"210660","MATÕES","MA","09/2021","7","8"
"210660","MATÕES","MA","07/2022","8","8"
"210660","MATÕES","MA","03/2022","8","8"
"210660","MATÕES","MA","08/2022","9","9"
"210660","MATÕES","MA","11/2022","5","5"
"210660","MATÕES","MA","12/2022","4","4"
"210660","MATÕES","MA","01/2022","7","7"
"210660","MATÕES","MA","02/2022","7","7"
"210660","MATÕES","MA","09/2022","9","9"
"210660","MATÕES","MA","04/2022","7","7"
"210660","MATÕES","MA","10/2022","5","5"
"210660","MATÕES","MA","05/2022","7","7"
"210660","MATÕES","MA","06/2022","8","8"
"210660","MATÕES","MA","01/2023","4","4"
"210660","MATÕES","MA","12/2012","126","194"
"210660","MATÕES","MA","11/2013","109","162"
"210660","MATÕES","MA","10/2013","110","163"
"210660","MATÕES","MA","12/2013","110","162"
"210660","MATÕES","MA","08/2013","115","174"
"210660","MATÕES","MA","09/2013","111","167"
"210660","MATÕES","MA","07/2013","117","177"
"210660","MATÕES","MA","06/2013","119","181"
"210660","MATÕES","MA","05/2013","123","186"
"210660","MATÕES","MA","03/2023","3","3"
"210660","MATÕES","MA","04/2023","3","3"
"210660","MATÕES","MA","06/2023","2","2"
"210660","MATÕES","MA","07/2023","2","2"
"210660","MATÕES","MA","08/2023","2","2"
"210660","MATÕES","MA","09/2023","2","2"
"210660","MATÕES","MA","11/2023","2","2"
"210660","MATÕES","MA","12/2023","2","2"
"210660","MATÕES","MA","02/2023","3","3"
"210660","MATÕES","MA","05/2023","2","2"
"210660","MATÕES","MA","10/2023","2","2"
"210660","MATÕES","MA","03/2024","2","2"
"210660","MATÕES","MA","04/2024","2","2"
"210663","MATÕES DO NORTE","MA","12/2015","60","73"
"210663","MATÕES DO NORTE","MA","02/2014","55","63"
"210663","MATÕES DO NORTE","MA","03/2014","54","60"
"210663","MATÕES DO NORTE","MA","06/2014","88","106"
"210663","MATÕES DO NORTE","MA","05/2014","69","77"
"210663","MATÕES DO NORTE","MA","04/2014","54","60"
"210663","MATÕES DO NORTE","MA","01/2014","57","65"
"210663","MATÕES DO NORTE","MA","11/2015","63","76"
"210663","MATÕES DO NORTE","MA","02/2015","81","97"
"210663","MATÕES DO NORTE","MA","07/2015","71","84"
"210663","MATÕES DO NORTE","MA","01/2015","81","97"
"210663","MATÕES DO NORTE","MA","10/2015","62","75"
"210663","MATÕES DO NORTE","MA","04/2015","76","90"
"210663","MATÕES DO NORTE","MA","05/2021","5","5"
"210663","MATÕES DO NORTE","MA","02/2021","8","8"
"210663","MATÕES DO NORTE","MA","04/2021","6","6"
"210663","MATÕES DO NORTE","MA","03/2021","7","7"
"210663","MATÕES DO NORTE","MA","01/2021","9","9"
"210663","MATÕES DO NORTE","MA","12/2021","4","4"
"210663","MATÕES DO NORTE","MA","11/2021","4","4"
"210663","MATÕES DO NORTE","MA","08/2021","5","5"
"210663","MATÕES DO NORTE","MA","10/2021","5","5"
"210663","MATÕES DO NORTE","MA","07/2021","5","5"
"210663","MATÕES DO NORTE","MA","06/2021","5","5"
"210663","MATÕES DO NORTE","MA","08/2020","11","11"
"210663","MATÕES DO NORTE","MA","07/2020","11","11"
"210663","MATÕES DO NORTE","MA","04/2020","11","11"
"210663","MATÕES DO NORTE","MA","11/2020","10","10"
"210663","MATÕES DO NORTE","MA","01/2020","12","12"
"210663","MATÕES DO NORTE","MA","06/2020","11","11"
"210663","MATÕES DO NORTE","MA","03/2020","11","11"
"210663","MATÕES DO NORTE","MA","02/2020","11","11"
"210663","MATÕES DO NORTE","MA","12/2020","9","9"
"210663","MATÕES DO NORTE","MA","10/2020","10","10"
"210663","MATÕES DO NORTE","MA","09/2020","10","10"
"210663","MATÕES DO NORTE","MA","05/2020","11","11"
"210663","MATÕES DO NORTE","MA","08/2019","15","15"
"210663","MATÕES DO NORTE","MA","03/2019","18","20"
"210663","MATÕES DO NORTE","MA","07/2019","18","18"
"210663","MATÕES DO NORTE","MA","04/2019","18","20"
"210663","MATÕES DO NORTE","MA","09/2019","14","14"
"210663","MATÕES DO NORTE","MA","12/2019","12","12"
"210663","MATÕES DO NORTE","MA","02/2019","20","22"
"210663","MATÕES DO NORTE","MA","06/2019","18","19"
"210663","MATÕES DO NORTE","MA","11/2019","13","13"
"210663","MATÕES DO NORTE","MA","10/2019","13","13"
"210663","MATÕES DO NORTE","MA","05/2019","18","19"
"210663","MATÕES DO NORTE","MA","08/2016","51","61"
"210663","MATÕES DO NORTE","MA","03/2016","55","67"
"210663","MATÕES DO NORTE","MA","12/2016","40","49"
"210663","MATÕES DO NORTE","MA","02/2016","55","68"
"210663","MATÕES DO NORTE","MA","01/2016","58","71"
"210663","MATÕES DO NORTE","MA","09/2016","49","59"
"210663","MATÕES DO NORTE","MA","04/2016","53","65"
"210663","MATÕES DO NORTE","MA","05/2016","53","64"
"210663","MATÕES DO NORTE","MA","06/2016","52","63"
"210663","MATÕES DO NORTE","MA","10/2016","48","58"
"210663","MATÕES DO NORTE","MA","04/2017","37","45"
"210663","MATÕES DO NORTE","MA","08/2017","32","38"
"210663","MATÕES DO NORTE","MA","09/2017","31","37"
"210663","MATÕES DO NORTE","MA","02/2017","40","49"
"210663","MATÕES DO NORTE","MA","03/2017","40","48"
"210663","MATÕES DO NORTE","MA","01/2017","40","49"
"210663","MATÕES DO NORTE","MA","10/2017","30","36"
"210663","MATÕES DO NORTE","MA","05/2017","37","45"
"210663","MATÕES DO NORTE","MA","06/2017","34","41"
"210663","MATÕES DO NORTE","MA","07/2017","33","40"
"210663","MATÕES DO NORTE","MA","11/2017","30","36"
"210663","MATÕES DO NORTE","MA","12/2017","30","35"
"210663","MATÕES DO NORTE","MA","03/2018","26","28"
"210663","MATÕES DO NORTE","MA","07/2018","24","26"
"210663","MATÕES DO NORTE","MA","11/2018","22","24"
"210663","MATÕES DO NORTE","MA","12/2018","20","22"
"210663","MATÕES DO NORTE","MA","01/2018","28","32"
"210663","MATÕES DO NORTE","MA","04/2018","26","28"
"210663","MATÕES DO NORTE","MA","08/2018","23","25"
"210663","MATÕES DO NORTE","MA","02/2018","28","31"
"210663","MATÕES DO NORTE","MA","05/2018","26","28"
"210663","MATÕES DO NORTE","MA","06/2018","24","26"
"210663","MATÕES DO NORTE","MA","09/2018","22","24"
"210663","MATÕES DO NORTE","MA","10/2018","22","24"
"210663","MATÕES DO NORTE","MA","01/2019","20","22"
"210663","MATÕES DO NORTE","MA","06/2015","72","85"
"210663","MATÕES DO NORTE","MA","07/2014","88","105"
"210663","MATÕES DO NORTE","MA","09/2015","66","79"
"210663","MATÕES DO NORTE","MA","03/2015","76","90"
"210663","MATÕES DO NORTE","MA","08/2015","69","82"
"210663","MATÕES DO NORTE","MA","07/2016","53","63"
"210663","MATÕES DO NORTE","MA","11/2016","42","52"
"210663","MATÕES DO NORTE","MA","05/2015","74","88"
"210663","MATÕES DO NORTE","MA","01/2023","1","1"
"210663","MATÕES DO NORTE","MA","04/2023","1","1"
"210663","MATÕES DO NORTE","MA","03/2023","1","1"
"210663","MATÕES DO NORTE","MA","05/2022","4","4"
"210663","MATÕES DO NORTE","MA","10/2022","3","3"
"210663","MATÕES DO NORTE","MA","04/2022","4","4"
"210663","MATÕES DO NORTE","MA","09/2022","4","4"
"210663","MATÕES DO NORTE","MA","02/2022","4","4"
"210663","MATÕES DO NORTE","MA","01/2022","4","4"
"210663","MATÕES DO NORTE","MA","12/2022","2","2"
"210663","MATÕES DO NORTE","MA","11/2022","3","3"
"210663","MATÕES DO NORTE","MA","06/2022","4","4"
"210663","MATÕES DO NORTE","MA","08/2022","4","4"
"210663","MATÕES DO NORTE","MA","03/2022","4","4"
"210663","MATÕES DO NORTE","MA","07/2022","4","4"
"210663","MATÕES DO NORTE","MA","09/2023","1","1"
"210663","MATÕES DO NORTE","MA","02/2023","1","1"
"210663","MATÕES DO NORTE","MA","08/2023","1","1"
"210663","MATÕES DO NORTE","MA","07/2023","1","1"
"210663","MATÕES DO NORTE","MA","05/2023","1","1"
"210663","MATÕES DO NORTE","MA","06/2023","1","1"
"210663","MATÕES DO NORTE","MA","09/2021","5","5"
"210663","MATÕES DO NORTE","MA","12/2012","206","296"
"210663","MATÕES DO NORTE","MA","11/2013","60","69"
"210663","MATÕES DO NORTE","MA","10/2013","62","72"
"210663","MATÕES DO NORTE","MA","12/2013","57","66"
"210663","MATÕES DO NORTE","MA","08/2013","67","79"
"210663","MATÕES DO NORTE","MA","09/2013","62","72"
"210663","MATÕES DO NORTE","MA","07/2013","69","81"
"210663","MATÕES DO NORTE","MA","06/2013","69","81"
"210663","MATÕES DO NORTE","MA","05/2013","164","225"
"210663","MATÕES DO NORTE","MA","04/2013","200","283"
"210663","MATÕES DO NORTE","MA","03/2013","202","287"
"210663","MATÕES DO NORTE","MA","02/2013","204","292"
"210663","MATÕES DO NORTE","MA","01/2013","205","293"
"210663","MATÕES DO NORTE","MA","11/2014","84","101"
"210663","MATÕES DO NORTE","MA","10/2014","84","101"
"210663","MATÕES DO NORTE","MA","12/2014","83","100"
"210663","MATÕES DO NORTE","MA","09/2014","85","102"
"210663","MATÕES DO NORTE","MA","08/2014","85","102"
"210667","MILAGRES DO MARANHÃO","MA","04/2018","71","80"
"210667","MILAGRES DO MARANHÃO","MA","01/2018","74","90"
"210667","MILAGRES DO MARANHÃO","MA","12/2018","53","56"
"210667","MILAGRES DO MARANHÃO","MA","11/2018","53","57"
"210667","MILAGRES DO MARANHÃO","MA","07/2018","65","73"
"210667","MILAGRES DO MARANHÃO","MA","03/2018","71","81"
"210667","MILAGRES DO MARANHÃO","MA","12/2017","75","94"
"210667","MILAGRES DO MARANHÃO","MA","11/2017","78","97"
"210667","MILAGRES DO MARANHÃO","MA","07/2017","95","119"
"210667","MILAGRES DO MARANHÃO","MA","03/2017","102","131"
"210667","MILAGRES DO MARANHÃO","MA","02/2017","105","134"
"210667","MILAGRES DO MARANHÃO","MA","08/2017","90","114"
"210667","MILAGRES DO MARANHÃO","MA","05/2017","97","124"
"210667","MILAGRES DO MARANHÃO","MA","06/2017","97","121"
