"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Gás","Valor Total Repassado às famílias beneficiárias do Auxílio Gás","Valor Médio do Benefício Auxílio Gás","Pessoas beneficiárias do Auxílio Gás","Responsáveis Familiares do sexo Feminino beneficiárias do Auxílio Gás","Percentual de Responsáveis Familiares do sexo Feminino"
"210540","ITAPECURU MIRIM","MA","06/2024","805","82110","102,00","2993","771","95,8"
"210540","ITAPECURU MIRIM","MA","08/2024","801","81702","102,00","2978","769","96,0"
"210540","ITAPECURU MIRIM","MA","10/2024","792","82368","104,00","2965","762","96,2"
"210540","ITAPECURU MIRIM","MA","12/2024","792","82368","104,00","2965","762","96,2"
"210540","ITAPECURU MIRIM","MA","02/2025","791","83846","106,00","2961","762","96,3"
"210540","ITAPECURU MIRIM","MA","04/2025","783","84564","108,00","2926","756","96,6"
"210540","ITAPECURU MIRIM","MA","06/2025","782","84456","108,00","2920","755","96,5"
"210540","ITAPECURU MIRIM","MA","08/2025","761","82188","108,00","2839","737","96,8"
"210540","ITAPECURU MIRIM","MA","10/2025","747","80676","108,00","2783","724","96,9"
"210542","ITINGA DO MARANHÃO","MA","12/2021","1301","67652","52,00","4117","1223","94,0"
"210542","ITINGA DO MARANHÃO","MA","02/2022","1294","64700","50,00","4114","1219","94,2"
"210542","ITINGA DO MARANHÃO","MA","04/2022","1263","64413","51,00","4023","1188","94,1"
"210542","ITINGA DO MARANHÃO","MA","06/2022","1255","66515","53,00","3969","1180","94,0"
"210542","ITINGA DO MARANHÃO","MA","08/2022","1233","135630","110,00","3909","1157","93,8"
"210542","ITINGA DO MARANHÃO","MA","10/2022","1244","139328","112,00","3916","1171","94,1"
"210542","ITINGA DO MARANHÃO","MA","12/2022","1229","137648","112,00","3876","1157","94,1"
"210542","ITINGA DO MARANHÃO","MA","02/2023","1226","137312","112,00","3873","1155","94,2"
"210542","ITINGA DO MARANHÃO","MA","04/2023","1167","128370","110,00","3717","1105","94,7"
"210542","ITINGA DO MARANHÃO","MA","06/2023","1153","125677","109,00","3667","1093","94,8"
"210542","ITINGA DO MARANHÃO","MA","08/2023","1184","127872,00","108,00","3834","1126","95,1"
"210542","ITINGA DO MARANHÃO","MA","10/2023","1157","122642","106,00","3747","1102","95,2"
"210542","ITINGA DO MARANHÃO","MA","12/2023","1149","119496","104,00","3730","1093","95,1"
"210542","ITINGA DO MARANHÃO","MA","02/2024","1152","117504,00","102,00","3716","1100","95,5"
"210542","ITINGA DO MARANHÃO","MA","04/2024","1186","120972","102,00","3770","1128","95,1"
"210542","ITINGA DO MARANHÃO","MA","06/2024","1182","120564","102,00","3768","1125","95,2"
"210542","ITINGA DO MARANHÃO","MA","08/2024","1165","118830","102,00","3676","1107","95,0"
"210542","ITINGA DO MARANHÃO","MA","10/2024","1148","119392","104,00","3598","1088","94,8"
"210542","ITINGA DO MARANHÃO","MA","12/2024","1117","116168","104,00","3598","1088","97,4"
"210542","ITINGA DO MARANHÃO","MA","02/2025","1133","120098","106,00","3534","1072","94,6"
"210542","ITINGA DO MARANHÃO","MA","04/2025","1111","119988","108,00","3474","1052","94,7"
"210542","ITINGA DO MARANHÃO","MA","06/2025","1125","121500","108,00","3510","1065","94,7"
"210542","ITINGA DO MARANHÃO","MA","08/2025","1074","115992","108,00","3326","1017","94,7"
"210542","ITINGA DO MARANHÃO","MA","10/2025","1064","114912","108,00","3280","1008","94,7"
"210545","JATOBÁ","MA","12/2021","850","44200","52,00","3232","796","93,6"
"210545","JATOBÁ","MA","02/2022","848","42400","50,00","3217","796","93,9"
"210545","JATOBÁ","MA","04/2022","830","42330","51,00","3121","776","93,5"
"210545","JATOBÁ","MA","06/2022","826","43778","53,00","3083","773","93,6"
"210545","JATOBÁ","MA","08/2022","819","90090","110,00","3040","766","93,5"
"210545","JATOBÁ","MA","10/2022","811","90832","112,00","2992","758","93,5"
"210545","JATOBÁ","MA","12/2022","802","89824","112,00","2943","750","93,5"
"210545","JATOBÁ","MA","02/2023","796","89152","112,00","2921","744","93,5"
"210545","JATOBÁ","MA","04/2023","766","84260","110,00","2835","718","93,7"
"210545","JATOBÁ","MA","06/2023","752","81968","109,00","2785","706","93,9"
"210545","JATOBÁ","MA","08/2023","739","79812,00","108,00","2744","695","94,0"
"210545","JATOBÁ","MA","10/2023","727","77062","106,00","2681","684","94,1"
"210545","JATOBÁ","MA","12/2023","721","74984","104,00","2657","679","94,2"
"210545","JATOBÁ","MA","02/2024","707","72114,00","102,00","2592","665","94,1"
"210545","JATOBÁ","MA","04/2024","702","71604","102,00","2574","660","94,0"
"210545","JATOBÁ","MA","06/2024","689","70278","102,00","2516","647","93,9"
"210545","JATOBÁ","MA","08/2024","670","68340","102,00","2453","631","94,2"
"210545","JATOBÁ","MA","10/2024","660","68640","104,00","2397","623","94,4"
"210545","JATOBÁ","MA","12/2024","655","68120","104,00","2397","623","95,1"
"210545","JATOBÁ","MA","02/2025","647","68582","106,00","2332","612","94,6"
"210545","JATOBÁ","MA","04/2025","644","69552","108,00","2301","610","94,7"
"210545","JATOBÁ","MA","06/2025","643","69444","108,00","2296","609","94,7"
"210545","JATOBÁ","MA","08/2025","620","66960","108,00","2217","590","95,2"
"210545","JATOBÁ","MA","10/2025","616","66528","108,00","2195","584","94,8"
"210547","JENIPAPO DOS VIEIRAS","MA","12/2021","344","17888","52,00","1654","309","89,8"
"210547","JENIPAPO DOS VIEIRAS","MA","02/2022","343","17150","50,00","1653","309","90,1"
"210547","JENIPAPO DOS VIEIRAS","MA","04/2022","344","17544","51,00","1650","310","90,1"
"210547","JENIPAPO DOS VIEIRAS","MA","06/2022","346","18338","53,00","1662","312","90,2"
"210547","JENIPAPO DOS VIEIRAS","MA","08/2022","344","37840","110,00","1654","310","90,1"
"210547","JENIPAPO DOS VIEIRAS","MA","10/2022","344","38528","112,00","1654","310","90,1"
"210547","JENIPAPO DOS VIEIRAS","MA","12/2022","342","38304","112,00","1649","309","90,4"
"210547","JENIPAPO DOS VIEIRAS","MA","02/2023","346","38752","112,00","1656","312","90,2"
"210547","JENIPAPO DOS VIEIRAS","MA","04/2023","335","36850","110,00","1625","304","90,7"
"210547","JENIPAPO DOS VIEIRAS","MA","06/2023","335","36515","109,00","1629","304","90,7"
"210547","JENIPAPO DOS VIEIRAS","MA","08/2023","334","36072,00","108,00","1637","303","90,7"
"210547","JENIPAPO DOS VIEIRAS","MA","10/2023","322","34132","106,00","1594","294","91,3"
"210547","JENIPAPO DOS VIEIRAS","MA","12/2023","326","33904","104,00","1606","298","91,4"
"210547","JENIPAPO DOS VIEIRAS","MA","02/2024","316","32232,00","102,00","1572","289","91,5"
"210547","JENIPAPO DOS VIEIRAS","MA","04/2024","318","32436","102,00","1573","295","92,8"
"210547","JENIPAPO DOS VIEIRAS","MA","06/2024","315","32130","102,00","1562","292","92,7"
"210547","JENIPAPO DOS VIEIRAS","MA","08/2024","307","31314","102,00","1518","284","92,5"
"210547","JENIPAPO DOS VIEIRAS","MA","10/2024","301","31304","104,00","1483","278","92,4"
"210547","JENIPAPO DOS VIEIRAS","MA","12/2024","298","30992","104,00","1483","278","93,3"
"210547","JENIPAPO DOS VIEIRAS","MA","02/2025","298","31588","106,00","1476","276","92,6"
"210547","JENIPAPO DOS VIEIRAS","MA","04/2025","296","31968","108,00","1468","274","92,6"
"210547","JENIPAPO DOS VIEIRAS","MA","06/2025","296","31968","108,00","1468","274","92,6"
"210547","JENIPAPO DOS VIEIRAS","MA","08/2025","285","30780","108,00","1381","261","91,6"
"210547","JENIPAPO DOS VIEIRAS","MA","10/2025","280","30240","108,00","1358","257","91,8"
"210550","JOÃO LISBOA","MA","12/2021","1726","89752","52,00","6245","1596","92,5"
"210550","JOÃO LISBOA","MA","02/2022","1718","85900","50,00","6235","1595","92,8"
"210550","JOÃO LISBOA","MA","04/2022","1702","86802","51,00","6161","1574","92,5"
"210550","JOÃO LISBOA","MA","06/2022","1699","90047","53,00","6112","1574","92,6"
"210550","JOÃO LISBOA","MA","08/2022","1679","184690","110,00","5988","1553","92,5"
"210550","JOÃO LISBOA","MA","10/2022","1683","188496","112,00","5933","1556","92,5"
"210550","JOÃO LISBOA","MA","12/2022","1652","185024","112,00","5831","1532","92,7"
"210550","JOÃO LISBOA","MA","02/2023","1644","184128","112,00","5797","1523","92,6"
"210550","JOÃO LISBOA","MA","04/2023","1548","170280","110,00","5514","1444","93,3"
"210550","JOÃO LISBOA","MA","06/2023","1524","166116","109,00","5411","1426","93,6"
"210550","JOÃO LISBOA","MA","08/2023","1508","162864,00","108,00","5395","1415","93,8"
"210550","JOÃO LISBOA","MA","10/2023","1454","154124","106,00","5232","1367","94,0"
"210550","JOÃO LISBOA","MA","12/2023","1446","150384","104,00","5219","1364","94,3"
"210550","JOÃO LISBOA","MA","02/2024","1404","143208,00","102,00","5058","1330","94,7"
"210550","JOÃO LISBOA","MA","04/2024","1413","144126","102,00","5089","1340","94,8"
"210550","JOÃO LISBOA","MA","06/2024","1405","143310","102,00","5066","1331","94,7"
"210550","JOÃO LISBOA","MA","08/2024","1361","138822","102,00","4918","1289","94,7"
"210550","JOÃO LISBOA","MA","10/2024","1347","140088","104,00","4841","1277","94,8"
"210550","JOÃO LISBOA","MA","12/2024","1318","137072","104,00","4841","1277","96,9"
"210550","JOÃO LISBOA","MA","02/2025","1310","138860","106,00","4693","1240","94,7"
"210550","JOÃO LISBOA","MA","04/2025","1299","140292","108,00","4657","1228","94,5"
"210550","JOÃO LISBOA","MA","06/2025","1298","140184","108,00","4653","1227","94,5"
"210550","JOÃO LISBOA","MA","08/2025","1249","134892","108,00","4490","1186","95,0"
"210550","JOÃO LISBOA","MA","10/2025","1229","132732","108,00","4388","1171","95,3"
"210560","JOSELÂNDIA","MA","12/2021","437","22724","52,00","1713","409","93,6"
"210560","JOSELÂNDIA","MA","02/2022","437","21850","50,00","1717","410","93,8"
"210560","JOSELÂNDIA","MA","04/2022","434","22134","51,00","1711","406","93,5"
"210560","JOSELÂNDIA","MA","06/2022","447","23691","53,00","1747","417","93,3"
"210560","JOSELÂNDIA","MA","08/2022","443","48730","110,00","1736","412","93,0"
"210560","JOSELÂNDIA","MA","10/2022","452","50624","112,00","1752","420","92,9"
"210560","JOSELÂNDIA","MA","12/2022","455","50960","112,00","1764","423","93,0"
"210560","JOSELÂNDIA","MA","02/2023","455","50960","112,00","1763","423","93,0"
"210560","JOSELÂNDIA","MA","04/2023","447","49170","110,00","1721","414","92,6"
"210560","JOSELÂNDIA","MA","06/2023","445","48505","109,00","1712","413","92,8"
"210560","JOSELÂNDIA","MA","08/2023","452","48816,00","108,00","1752","421","93,1"
"210560","JOSELÂNDIA","MA","10/2023","456","48336","106,00","1765","425","93,2"
"210560","JOSELÂNDIA","MA","12/2023","462","48048","104,00","1790","432","93,5"
"210560","JOSELÂNDIA","MA","02/2024","467","47634,00","102,00","1799","437","93,6"
"210560","JOSELÂNDIA","MA","04/2024","466","47532","102,00","1785","435","93,3"
"210560","JOSELÂNDIA","MA","06/2024","467","47634","102,00","1788","438","93,8"
"210560","JOSELÂNDIA","MA","08/2024","460","46920","102,00","1764","432","93,9"
"210560","JOSELÂNDIA","MA","10/2024","447","46488","104,00","1715","421","94,2"
"210560","JOSELÂNDIA","MA","12/2024","444","46176","104,00","1715","421","94,8"
"210560","JOSELÂNDIA","MA","02/2025","443","46958","106,00","1703","417","94,1"
"210560","JOSELÂNDIA","MA","04/2025","443","47844","108,00","1702","417","94,1"
"210560","JOSELÂNDIA","MA","06/2025","443","47844","108,00","1702","417","94,1"
"210560","JOSELÂNDIA","MA","08/2025","431","46548","108,00","1640","409","94,9"
"210560","JOSELÂNDIA","MA","10/2025","426","46008","108,00","1612","403","94,6"
"210565","JUNCO DO MARANHÃO","MA","12/2021","662","34424","52,00","2571","622","94,0"
"210565","JUNCO DO MARANHÃO","MA","02/2022","659","32950","50,00","2556","622","94,4"
"210565","JUNCO DO MARANHÃO","MA","04/2022","652","33252","51,00","2495","612","93,9"
"210565","JUNCO DO MARANHÃO","MA","06/2022","647","34291","53,00","2444","607","93,8"
"210565","JUNCO DO MARANHÃO","MA","08/2022","644","70840","110,00","2411","602","93,5"
"210565","JUNCO DO MARANHÃO","MA","10/2022","637","71344","112,00","2337","593","93,1"
"210565","JUNCO DO MARANHÃO","MA","12/2022","628","70336","112,00","2275","583","92,8"
"210565","JUNCO DO MARANHÃO","MA","02/2023","628","70336","112,00","2264","585","93,2"
"210565","JUNCO DO MARANHÃO","MA","04/2023","613","67430","110,00","2194","573","93,5"
"210565","JUNCO DO MARANHÃO","MA","06/2023","604","65836","109,00","2130","567","93,9"
"210565","JUNCO DO MARANHÃO","MA","08/2023","594","64152,00","108,00","2086","560","94,3"
"210565","JUNCO DO MARANHÃO","MA","10/2023","584","61904","106,00","2057","551","94,3"
"210565","JUNCO DO MARANHÃO","MA","12/2023","572","59488","104,00","2024","539","94,2"
"210565","JUNCO DO MARANHÃO","MA","02/2024","560","57120,00","102,00","1971","529","94,5"
"210565","JUNCO DO MARANHÃO","MA","04/2024","555","56610","102,00","1938","525","94,6"
"210565","JUNCO DO MARANHÃO","MA","06/2024","550","56100","102,00","1912","520","94,5"
"210565","JUNCO DO MARANHÃO","MA","08/2024","539","54978","102,00","1857","511","94,8"
"210565","JUNCO DO MARANHÃO","MA","10/2024","533","55432","104,00","1840","505","94,7"
"210565","JUNCO DO MARANHÃO","MA","12/2024","523","54392","104,00","1840","505","96,6"
"210565","JUNCO DO MARANHÃO","MA","02/2025","517","54802","106,00","1786","489","94,6"
"210565","JUNCO DO MARANHÃO","MA","04/2025","514","55512","108,00","1777","486","94,6"
"210565","JUNCO DO MARANHÃO","MA","06/2025","514","55512","108,00","1777","486","94,6"
"210565","JUNCO DO MARANHÃO","MA","08/2025","500","54000","108,00","1677","472","94,4"
"210565","JUNCO DO MARANHÃO","MA","10/2025","499","53892","108,00","1660","471","94,4"
"210570","LAGO DA PEDRA","MA","12/2021","3519","182988","52,00","11095","3188","90,6"
"210570","LAGO DA PEDRA","MA","02/2022","3523","176150","50,00","11118","3196","90,7"
"210570","LAGO DA PEDRA","MA","04/2022","3467","176817","51,00","10953","3146","90,7"
"210570","LAGO DA PEDRA","MA","06/2022","3563","188839","53,00","11175","3231","90,7"
"210570","LAGO DA PEDRA","MA","08/2022","3549","390390","110,00","11096","3220","90,7"
"210570","LAGO DA PEDRA","MA","10/2022","3599","403088","112,00","11223","3260","90,6"
"210570","LAGO DA PEDRA","MA","12/2022","3547","397264","112,00","11059","3220","90,8"
"210570","LAGO DA PEDRA","MA","02/2023","3552","397824","112,00","11087","3226","90,8"
"210570","LAGO DA PEDRA","MA","04/2023","3434","377740","110,00","10779","3122","90,9"
"210570","LAGO DA PEDRA","MA","06/2023","3412","371908","109,00","10723","3107","91,1"
"210570","LAGO DA PEDRA","MA","08/2023","3365","363420,00","108,00","10630","3070","91,2"
"210570","LAGO DA PEDRA","MA","10/2023","3304","350224","106,00","10464","3024","91,5"
"210570","LAGO DA PEDRA","MA","12/2023","3228","335712","104,00","10390","2972","92,1"
"210570","LAGO DA PEDRA","MA","02/2024","3180","324360,00","102,00","10198","2932","92,2"
"210570","LAGO DA PEDRA","MA","04/2024","3100","316200","102,00","10040","2879","92,9"
"210570","LAGO DA PEDRA","MA","06/2024","3074","313548","102,00","9970","2855","92,9"
"210570","LAGO DA PEDRA","MA","08/2024","3014","307428","102,00","9754","2797","92,8"
"210570","LAGO DA PEDRA","MA","10/2024","2944","306176","104,00","9524","2736","92,9"
"210570","LAGO DA PEDRA","MA","12/2024","2906","302224","104,00","9524","2736","94,2"
"210570","LAGO DA PEDRA","MA","02/2025","2889","306234","106,00","9294","2683","92,9"
"210570","LAGO DA PEDRA","MA","04/2025","2868","309744","108,00","9214","2663","92,9"
"210570","LAGO DA PEDRA","MA","06/2025","2872","310176","108,00","9227","2667","92,9"
"210570","LAGO DA PEDRA","MA","08/2025","2687","290196","108,00","8601","2508","93,3"
"210570","LAGO DA PEDRA","MA","10/2025","2670","288360","108,00","8547","2491","93,3"
"210580","LAGO DO JUNCO","MA","12/2021","14","728","52,00","45","10","71,4"
"210580","LAGO DO JUNCO","MA","02/2022","13","650","50,00","40","10","76,9"
"210580","LAGO DO JUNCO","MA","04/2022","13","663","51,00","40","10","76,9"
"210580","LAGO DO JUNCO","MA","06/2022","14","742","53,00","42","10","71,4"
"210580","LAGO DO JUNCO","MA","08/2022","15","1650","110,00","45","11","73,3"
"210580","LAGO DO JUNCO","MA","10/2022","19","2128","112,00","55","14","73,7"
"210580","LAGO DO JUNCO","MA","12/2022","19","2128","112,00","55","14","73,7"
"210580","LAGO DO JUNCO","MA","02/2023","20","2240","112,00","58","15","75,0"
"210580","LAGO DO JUNCO","MA","04/2023","17","1870","110,00","49","13","76,5"
"210580","LAGO DO JUNCO","MA","06/2023","17","1853","109,00","49","13","76,5"
"210580","LAGO DO JUNCO","MA","08/2023","17","1836,00","108,00","49","13","76,5"
"210580","LAGO DO JUNCO","MA","10/2023","18","1908","106,00","56","14","77,8"
"210580","LAGO DO JUNCO","MA","12/2023","18","1872","104,00","54","14","77,8"
"210580","LAGO DO JUNCO","MA","02/2024","19","1938,00","102,00","58","15","78,9"
"210580","LAGO DO JUNCO","MA","04/2024","21","2142","102,00","63","17","81,0"
"210580","LAGO DO JUNCO","MA","06/2024","21","2142","102,00","63","17","81,0"
"210580","LAGO DO JUNCO","MA","08/2024","23","2346","102,00","69","19","82,6"
"210580","LAGO DO JUNCO","MA","10/2024","26","2704","104,00","77","22","84,6"
"210580","LAGO DO JUNCO","MA","12/2024","29","3016","104,00","77","22","75,9"
"210580","LAGO DO JUNCO","MA","02/2025","29","3074","106,00","87","25","86,2"
"210580","LAGO DO JUNCO","MA","04/2025","32","3456","108,00","101","28","87,5"
"210580","LAGO DO JUNCO","MA","06/2025","32","3456","108,00","101","28","87,5"
"210580","LAGO DO JUNCO","MA","08/2025","33","3564","108,00","99","29","87,9"
"210580","LAGO DO JUNCO","MA","10/2025","32","3456","108,00","96","28","87,5"
"210590","LAGO VERDE","MA","12/2021","2721","141492","52,00","9161","2375","87,3"
"210590","LAGO VERDE","MA","02/2022","2712","135600","50,00","9154","2374","87,5"
"210590","LAGO VERDE","MA","04/2022","2675","136425","51,00","8953","2339","87,4"
"210590","LAGO VERDE","MA","06/2022","2747","145591","53,00","9140","2389","87,0"
"210590","LAGO VERDE","MA","08/2022","2724","299640","110,00","9045","2365","86,8"
"210590","LAGO VERDE","MA","10/2022","2787","312144","112,00","9212","2405","86,3"
"210590","LAGO VERDE","MA","12/2022","2747","307664","112,00","9066","2370","86,3"
"210590","LAGO VERDE","MA","02/2023","2739","306768","112,00","9029","2366","86,4"
"210590","LAGO VERDE","MA","04/2023","2639","290290","110,00","8731","2289","86,7"
"210590","LAGO VERDE","MA","06/2023","2607","284163","109,00","8581","2261","86,7"
"210590","LAGO VERDE","MA","08/2023","2601","280908,00","108,00","8597","2257","86,8"
"210590","LAGO VERDE","MA","10/2023","2531","268286","106,00","8388","2209","87,3"
"210590","LAGO VERDE","MA","12/2023","2492","259168","104,00","8307","2188","87,8"
"210590","LAGO VERDE","MA","02/2024","2523","257346,00","102,00","8362","2217","87,9"
"210590","LAGO VERDE","MA","04/2024","2530","258060","102,00","8306","2209","87,3"
"210590","LAGO VERDE","MA","06/2024","2486","253572","102,00","8123","2169","87,2"
"210590","LAGO VERDE","MA","08/2024","2373","242046","102,00","7714","2085","87,9"
"210590","LAGO VERDE","MA","10/2024","2325","241800","104,00","7544","2046","88,0"
"210590","LAGO VERDE","MA","12/2024","2289","238056","104,00","7544","2046","89,4"
"210590","LAGO VERDE","MA","02/2025","2278","241468","106,00","7390","2007","88,1"
"210590","LAGO VERDE","MA","04/2025","2249","242892","108,00","7287","1981","88,1"
"210590","LAGO VERDE","MA","06/2025","2250","243000","108,00","7289","1982","88,1"
"210590","LAGO VERDE","MA","08/2025","2155","232740","108,00","6949","1918","89,0"
"210590","LAGO VERDE","MA","10/2025","2120","228960","108,00","6807","1887","89,0"
"210592","LAGOA DO MATO","MA","12/2021","1448","75296","52,00","4767","1269","87,6"
"210592","LAGOA DO MATO","MA","02/2022","1446","72300","50,00","4753","1269","87,8"
"210592","LAGOA DO MATO","MA","04/2022","1426","72726","51,00","4669","1249","87,6"
"210592","LAGOA DO MATO","MA","06/2022","1414","74942","53,00","4563","1238","87,6"
"210592","LAGOA DO MATO","MA","08/2022","1408","154880","110,00","4495","1233","87,6"
"210592","LAGOA DO MATO","MA","10/2022","1407","157584","112,00","4426","1231","87,5"
"210592","LAGOA DO MATO","MA","12/2022","1388","155456","112,00","4323","1218","87,8"
"210592","LAGOA DO MATO","MA","02/2023","1384","155008","112,00","4283","1214","87,7"
"210592","LAGOA DO MATO","MA","04/2023","1326","145860","110,00","4117","1168","88,1"
"210592","LAGOA DO MATO","MA","06/2023","1313","143117","109,00","4073","1158","88,2"
"210592","LAGOA DO MATO","MA","08/2023","1263","136404,00","108,00","3959","1120","88,7"
"210592","LAGOA DO MATO","MA","10/2023","1215","128790","106,00","3853","1094","90,0"
"210592","LAGOA DO MATO","MA","12/2023","1205","125320","104,00","3846","1086","90,1"
"210592","LAGOA DO MATO","MA","02/2024","1185","120870,00","102,00","3770","1070","90,3"
"210592","LAGOA DO MATO","MA","04/2024","1171","119442","102,00","3745","1059","90,4"
"210592","LAGOA DO MATO","MA","06/2024","1162","118524","102,00","3706","1053","90,6"
"210592","LAGOA DO MATO","MA","08/2024","1135","115770","102,00","3616","1030","90,7"
"210592","LAGOA DO MATO","MA","10/2024","1121","116584","104,00","3551","1017","90,7"
"210592","LAGOA DO MATO","MA","12/2024","1117","116168","104,00","3551","1017","91,0"
"210592","LAGOA DO MATO","MA","02/2025","1105","117130","106,00","3488","1003","90,8"
"210592","LAGOA DO MATO","MA","04/2025","1100","118800","108,00","3459","999","90,8"
"210592","LAGOA DO MATO","MA","06/2025","1097","118476","108,00","3456","998","91,0"
"210592","LAGOA DO MATO","MA","08/2025","1060","114480","108,00","3324","970","91,5"
"210592","LAGOA DO MATO","MA","10/2025","1059","114372","108,00","3300","971","91,7"
"210594","LAGO DOS RODRIGUES","MA","12/2021","65","3380","52,00","205","59","90,8"
"210594","LAGO DOS RODRIGUES","MA","02/2022","65","3250","50,00","206","59","90,8"
"210594","LAGO DOS RODRIGUES","MA","04/2022","66","3366","51,00","208","59","89,4"
"210594","LAGO DOS RODRIGUES","MA","06/2022","69","3657","53,00","218","61","88,4"
"210594","LAGO DOS RODRIGUES","MA","08/2022","69","7590","110,00","222","63","91,3"
"210594","LAGO DOS RODRIGUES","MA","10/2022","71","7952","112,00","229","65","91,5"
"210594","LAGO DOS RODRIGUES","MA","12/2022","73","8176","112,00","232","67","91,8"
"210594","LAGO DOS RODRIGUES","MA","02/2023","76","8512","112,00","240","70","92,1"
"210594","LAGO DOS RODRIGUES","MA","04/2023","76","8360","110,00","239","70","92,1"
"210594","LAGO DOS RODRIGUES","MA","06/2023","77","8393","109,00","246","71","92,2"
"210594","LAGO DOS RODRIGUES","MA","08/2023","76","8208,00","108,00","249","71","93,4"
"210594","LAGO DOS RODRIGUES","MA","10/2023","76","8056","106,00","250","71","93,4"
"210594","LAGO DOS RODRIGUES","MA","12/2023","76","7904","104,00","254","71","93,4"
"210594","LAGO DOS RODRIGUES","MA","02/2024","76","7752,00","102,00","254","72","94,7"
"210594","LAGO DOS RODRIGUES","MA","04/2024","75","7650","102,00","248","71","94,7"
"210594","LAGO DOS RODRIGUES","MA","06/2024","77","7854","102,00","254","73","94,8"
"210594","LAGO DOS RODRIGUES","MA","08/2024","77","7854","102,00","250","73","94,8"
"210594","LAGO DOS RODRIGUES","MA","10/2024","77","8008","104,00","248","73","94,8"
"210594","LAGO DOS RODRIGUES","MA","12/2024","77","8008","104,00","248","73","94,8"
"210594","LAGO DOS RODRIGUES","MA","02/2025","77","8162","106,00","246","73","94,8"
"210594","LAGO DOS RODRIGUES","MA","04/2025","77","8316","108,00","246","73","94,8"
"210594","LAGO DOS RODRIGUES","MA","06/2025","77","8316","108,00","246","73","94,8"
"210594","LAGO DOS RODRIGUES","MA","08/2025","77","8316","108,00","249","72","93,5"
"210594","LAGO DOS RODRIGUES","MA","10/2025","76","8208","108,00","241","71","93,4"
"210596","LAGOA GRANDE DO MARANHÃO","MA","12/2021","123","6396","52,00","548","120","97,6"
"210596","LAGOA GRANDE DO MARANHÃO","MA","02/2022","123","6150","50,00","546","120","97,6"
"210596","LAGOA GRANDE DO MARANHÃO","MA","04/2022","125","6375","51,00","545","121","96,8"
"210596","LAGOA GRANDE DO MARANHÃO","MA","06/2022","128","6784","53,00","557","124","96,9"
"210596","LAGOA GRANDE DO MARANHÃO","MA","08/2022","132","14520","110,00","563","127","96,2"
"210596","LAGOA GRANDE DO MARANHÃO","MA","10/2022","140","15680","112,00","584","134","95,7"
"210596","LAGOA GRANDE DO MARANHÃO","MA","12/2022","144","16128","112,00","593","137","95,1"
"210596","LAGOA GRANDE DO MARANHÃO","MA","02/2023","147","16464","112,00","600","140","95,2"
"210596","LAGOA GRANDE DO MARANHÃO","MA","04/2023","149","16390","110,00","601","142","95,3"
"210596","LAGOA GRANDE DO MARANHÃO","MA","06/2023","144","15696","109,00","580","137","95,1"
"210596","LAGOA GRANDE DO MARANHÃO","MA","08/2023","145","15660,00","108,00","581","137","94,5"
"210596","LAGOA GRANDE DO MARANHÃO","MA","10/2023","145","15370","106,00","582","137","94,5"
"210596","LAGOA GRANDE DO MARANHÃO","MA","12/2023","145","15080","104,00","584","137","94,5"
"210596","LAGOA GRANDE DO MARANHÃO","MA","02/2024","143","14586,00","102,00","574","136","95,1"
"210596","LAGOA GRANDE DO MARANHÃO","MA","04/2024","146","14892","102,00","584","139","95,2"
"210596","LAGOA GRANDE DO MARANHÃO","MA","06/2024","160","16320","102,00","625","153","95,6"
"210596","LAGOA GRANDE DO MARANHÃO","MA","08/2024","163","16626","102,00","634","155","95,1"
"210596","LAGOA GRANDE DO MARANHÃO","MA","10/2024","163","16952","104,00","634","154","94,5"
"210596","LAGOA GRANDE DO MARANHÃO","MA","12/2024","164","17056","104,00","634","154","93,9"
"210596","LAGOA GRANDE DO MARANHÃO","MA","02/2025","161","17066","106,00","627","152","94,4"
"210596","LAGOA GRANDE DO MARANHÃO","MA","04/2025","161","17388","108,00","624","152","94,4"
"210596","LAGOA GRANDE DO MARANHÃO","MA","06/2025","161","17388","108,00","624","152","94,4"
"210596","LAGOA GRANDE DO MARANHÃO","MA","08/2025","159","17172","108,00","608","153","96,2"
"210596","LAGOA GRANDE DO MARANHÃO","MA","10/2025","159","17172","108,00","606","153","96,2"
"210598","LAJEADO NOVO","MA","12/2021","558","29016","52,00","1828","479","85,8"
"210598","LAJEADO NOVO","MA","02/2022","555","27750","50,00","1817","476","85,8"
"210598","LAJEADO NOVO","MA","04/2022","543","27693","51,00","1785","466","85,8"
"210598","LAJEADO NOVO","MA","06/2022","561","29733","53,00","1836","481","85,7"
"210598","LAJEADO NOVO","MA","08/2022","555","61050","110,00","1804","475","85,6"
"210598","LAJEADO NOVO","MA","10/2022","585","65520","112,00","1886","507","86,7"
"210598","LAJEADO NOVO","MA","12/2022","597","66864","112,00","1913","518","86,8"
"210598","LAJEADO NOVO","MA","02/2023","596","66752","112,00","1903","517","86,7"
"210598","LAJEADO NOVO","MA","04/2023","578","63580","110,00","1855","504","87,2"
"210598","LAJEADO NOVO","MA","06/2023","573","62457","109,00","1811","496","86,6"
"210598","LAJEADO NOVO","MA","08/2023","573","61884,00","108,00","1832","498","86,9"
"210598","LAJEADO NOVO","MA","10/2023","551","58406","106,00","1783","481","87,3"
