"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Gás","Valor Total Repassado às famílias beneficiárias do Auxílio Gás","Valor Médio do Benefício Auxílio Gás","Pessoas beneficiárias do Auxílio Gás","Responsáveis Familiares do sexo Feminino beneficiárias do Auxílio Gás","Percentual de Responsáveis Familiares do sexo Feminino"
"210440","GONÇALVES DIAS","MA","04/2022","946","48246","51,00","3773","887","93,8"
"210440","GONÇALVES DIAS","MA","06/2022","939","49767","53,00","3708","880","93,7"
"210440","GONÇALVES DIAS","MA","08/2022","939","103290","110,00","3663","880","93,7"
"210440","GONÇALVES DIAS","MA","10/2022","939","105168","112,00","3640","880","93,7"
"210440","GONÇALVES DIAS","MA","12/2022","929","104048","112,00","3585","871","93,8"
"210440","GONÇALVES DIAS","MA","02/2023","930","104160","112,00","3574","872","93,8"
"210440","GONÇALVES DIAS","MA","04/2023","910","100100","110,00","3491","856","94,1"
"210440","GONÇALVES DIAS","MA","06/2023","902","98318","109,00","3434","848","94,0"
"210440","GONÇALVES DIAS","MA","08/2023","886","95688,00","108,00","3392","835","94,2"
"210440","GONÇALVES DIAS","MA","10/2023","871","92326","106,00","3333","821","94,3"
"210440","GONÇALVES DIAS","MA","12/2023","865","89960","104,00","3305","814","94,1"
"210440","GONÇALVES DIAS","MA","02/2024","834","85068,00","102,00","3175","789","94,6"
"210440","GONÇALVES DIAS","MA","04/2024","833","84966","102,00","3152","789","94,7"
"210440","GONÇALVES DIAS","MA","06/2024","812","82824","102,00","3058","770","94,8"
"210440","GONÇALVES DIAS","MA","08/2024","803","81906","102,00","3012","763","95,0"
"210440","GONÇALVES DIAS","MA","10/2024","801","83304","104,00","2995","760","94,9"
"210440","GONÇALVES DIAS","MA","12/2024","794","82576","104,00","2995","760","95,7"
"210440","GONÇALVES DIAS","MA","02/2025","789","83634","106,00","2948","747","94,7"
"210440","GONÇALVES DIAS","MA","04/2025","779","84132","108,00","2881","740","95,0"
"210440","GONÇALVES DIAS","MA","06/2025","778","84024","108,00","2880","740","95,1"
"210440","GONÇALVES DIAS","MA","08/2025","758","81864","108,00","2762","726","95,8"
"210440","GONÇALVES DIAS","MA","10/2025","752","81216","108,00","2711","720","95,7"
"210450","GOVERNADOR ARCHER","MA","12/2021","57","2964","52,00","120","35","61,4"
"210450","GOVERNADOR ARCHER","MA","02/2022","59","2950","50,00","120","35","59,3"
"210450","GOVERNADOR ARCHER","MA","04/2022","58","2958","51,00","120","35","60,3"
"210450","GOVERNADOR ARCHER","MA","06/2022","64","3392","53,00","146","41","64,1"
"210450","GOVERNADOR ARCHER","MA","08/2022","65","7150","110,00","150","42","64,6"
"210450","GOVERNADOR ARCHER","MA","10/2022","67","7504","112,00","156","44","65,7"
"210450","GOVERNADOR ARCHER","MA","12/2022","72","8064","112,00","171","48","66,7"
"210450","GOVERNADOR ARCHER","MA","02/2023","74","8288","112,00","174","51","68,9"
"210450","GOVERNADOR ARCHER","MA","04/2023","76","8360","110,00","185","53","69,7"
"210450","GOVERNADOR ARCHER","MA","06/2023","75","8175","109,00","183","52","69,3"
"210450","GOVERNADOR ARCHER","MA","08/2023","73","7884,00","108,00","186","51","69,9"
"210450","GOVERNADOR ARCHER","MA","10/2023","44","4664","106,00","153","39","88,6"
"210450","GOVERNADOR ARCHER","MA","12/2023","43","4472","104,00","155","38","88,4"
"210450","GOVERNADOR ARCHER","MA","02/2024","44","4488,00","102,00","155","40","90,9"
"210450","GOVERNADOR ARCHER","MA","04/2024","46","4692","102,00","164","41","89,1"
"210450","GOVERNADOR ARCHER","MA","06/2024","47","4794","102,00","167","42","89,4"
"210450","GOVERNADOR ARCHER","MA","08/2024","46","4692","102,00","165","42","91,3"
"210450","GOVERNADOR ARCHER","MA","10/2024","44","4576","104,00","159","40","90,9"
"210450","GOVERNADOR ARCHER","MA","12/2024","45","4680","104,00","159","40","88,9"
"210450","GOVERNADOR ARCHER","MA","02/2025","44","4664","106,00","155","40","90,9"
"210450","GOVERNADOR ARCHER","MA","04/2025","42","4536","108,00","147","38","90,5"
"210450","GOVERNADOR ARCHER","MA","06/2025","42","4536","108,00","147","38","90,5"
"210450","GOVERNADOR ARCHER","MA","08/2025","43","4644","108,00","156","39","90,7"
"210450","GOVERNADOR ARCHER","MA","10/2025","42","4536","108,00","152","39","92,9"
"210455","GOVERNADOR EDISON LOBÃO","MA","12/2021","208","10816","52,00","688","196","94,2"
"210455","GOVERNADOR EDISON LOBÃO","MA","02/2022","208","10400","50,00","694","196","94,2"
"210455","GOVERNADOR EDISON LOBÃO","MA","04/2022","205","10455","51,00","681","194","94,6"
"210455","GOVERNADOR EDISON LOBÃO","MA","06/2022","220","11660","53,00","731","209","95,0"
"210455","GOVERNADOR EDISON LOBÃO","MA","08/2022","220","24200","110,00","720","210","95,5"
"210455","GOVERNADOR EDISON LOBÃO","MA","10/2022","230","25760","112,00","743","218","94,8"
"210455","GOVERNADOR EDISON LOBÃO","MA","12/2022","230","25760","112,00","745","217","94,3"
"210455","GOVERNADOR EDISON LOBÃO","MA","02/2023","233","26096","112,00","751","220","94,4"
"210455","GOVERNADOR EDISON LOBÃO","MA","04/2023","228","25080","110,00","733","216","94,7"
"210455","GOVERNADOR EDISON LOBÃO","MA","06/2023","233","25397","109,00","745","221","94,8"
"210455","GOVERNADOR EDISON LOBÃO","MA","08/2023","225","24300,00","108,00","733","216","96,0"
"210455","GOVERNADOR EDISON LOBÃO","MA","10/2023","220","23320","106,00","731","211","95,9"
"210455","GOVERNADOR EDISON LOBÃO","MA","12/2023","219","22776","104,00","730","210","95,9"
"210455","GOVERNADOR EDISON LOBÃO","MA","02/2024","217","22134,00","102,00","720","209","96,3"
"210455","GOVERNADOR EDISON LOBÃO","MA","04/2024","214","21828","102,00","706","204","95,3"
"210455","GOVERNADOR EDISON LOBÃO","MA","06/2024","216","22032","102,00","708","206","95,4"
"210455","GOVERNADOR EDISON LOBÃO","MA","08/2024","218","22236","102,00","717","208","95,4"
"210455","GOVERNADOR EDISON LOBÃO","MA","10/2024","212","22048","104,00","700","203","95,8"
"210455","GOVERNADOR EDISON LOBÃO","MA","12/2024","209","21736","104,00","700","203","97,1"
"210455","GOVERNADOR EDISON LOBÃO","MA","02/2025","211","22366","106,00","694","202","95,7"
"210455","GOVERNADOR EDISON LOBÃO","MA","04/2025","213","23004","108,00","701","204","95,8"
"210455","GOVERNADOR EDISON LOBÃO","MA","06/2025","213","23004","108,00","701","204","95,8"
"210455","GOVERNADOR EDISON LOBÃO","MA","08/2025","204","22032","108,00","684","196","96,1"
"210455","GOVERNADOR EDISON LOBÃO","MA","10/2025","192","20736","108,00","649","185","96,4"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","12/2021","2213","115076","52,00","7075","1969","89,0"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","02/2022","2213","110650","50,00","7101","1973","89,2"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","04/2022","2164","110364","51,00","6940","1924","88,9"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","06/2022","2165","114745","53,00","6928","1930","89,1"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","08/2022","2134","234740","110,00","6790","1902","89,1"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","10/2022","2134","239008","112,00","6741","1902","89,1"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","12/2022","2103","235536","112,00","6647","1873","89,1"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","02/2023","2091","234192","112,00","6607","1862","89,0"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","04/2023","1988","218680","110,00","6320","1774","89,2"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","06/2023","1881","205029","109,00","5971","1678","89,2"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","08/2023","1852","200016,00","108,00","5944","1662","89,7"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","10/2023","1795","190270","106,00","5832","1625","90,5"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","12/2023","1743","181272","104,00","5718","1589","91,2"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","02/2024","1735","176970,00","102,00","5687","1586","91,4"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","04/2024","1715","174930","102,00","5612","1571","91,6"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","06/2024","1705","173910","102,00","5564","1561","91,6"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","08/2024","1657","169014","102,00","5397","1522","91,9"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","10/2024","1622","168688","104,00","5264","1491","91,9"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","12/2024","1599","166296","104,00","5264","1491","93,2"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","02/2025","1591","168646","106,00","5154","1466","92,1"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","04/2025","1573","169884","108,00","5092","1453","92,4"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","06/2025","1573","169884","108,00","5092","1453","92,4"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","08/2025","1509","162972","108,00","4863","1411","93,5"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","10/2025","1486","160488","108,00","4787","1387","93,3"
"210462","GOVERNADOR LUIZ ROCHA","MA","12/2021","551","28652","52,00","1942","524","95,1"
"210462","GOVERNADOR LUIZ ROCHA","MA","02/2022","543","27150","50,00","1929","520","95,8"
"210462","GOVERNADOR LUIZ ROCHA","MA","04/2022","529","26979","51,00","1871","503","95,1"
"210462","GOVERNADOR LUIZ ROCHA","MA","06/2022","528","27984","53,00","1863","502","95,1"
"210462","GOVERNADOR LUIZ ROCHA","MA","08/2022","524","57640","110,00","1843","498","95,0"
"210462","GOVERNADOR LUIZ ROCHA","MA","10/2022","524","58688","112,00","1832","498","95,0"
"210462","GOVERNADOR LUIZ ROCHA","MA","12/2022","514","57568","112,00","1787","488","94,9"
"210462","GOVERNADOR LUIZ ROCHA","MA","02/2023","513","57456","112,00","1790","488","95,1"
"210462","GOVERNADOR LUIZ ROCHA","MA","04/2023","496","54560","110,00","1736","474","95,6"
"210462","GOVERNADOR LUIZ ROCHA","MA","06/2023","489","53301","109,00","1709","468","95,7"
"210462","GOVERNADOR LUIZ ROCHA","MA","08/2023","474","51192,00","108,00","1676","455","96,0"
"210462","GOVERNADOR LUIZ ROCHA","MA","10/2023","465","49290","106,00","1645","449","96,6"
"210462","GOVERNADOR LUIZ ROCHA","MA","12/2023","463","48152","104,00","1636","447","96,5"
"210462","GOVERNADOR LUIZ ROCHA","MA","02/2024","461","47022,00","102,00","1621","445","96,5"
"210462","GOVERNADOR LUIZ ROCHA","MA","04/2024","456","46512","102,00","1609","440","96,5"
"210462","GOVERNADOR LUIZ ROCHA","MA","06/2024","454","46308","102,00","1602","438","96,5"
"210462","GOVERNADOR LUIZ ROCHA","MA","08/2024","433","44166","102,00","1536","419","96,8"
"210462","GOVERNADOR LUIZ ROCHA","MA","10/2024","427","44408","104,00","1500","413","96,7"
"210462","GOVERNADOR LUIZ ROCHA","MA","12/2024","426","44304","104,00","1500","413","96,9"
"210462","GOVERNADOR LUIZ ROCHA","MA","02/2025","424","44944","106,00","1489","410","96,7"
"210462","GOVERNADOR LUIZ ROCHA","MA","04/2025","424","45792","108,00","1484","410","96,7"
"210462","GOVERNADOR LUIZ ROCHA","MA","06/2025","424","45792","108,00","1484","410","96,7"
"210462","GOVERNADOR LUIZ ROCHA","MA","08/2025","414","44712","108,00","1456","399","96,4"
"210462","GOVERNADOR LUIZ ROCHA","MA","10/2025","416","44928","108,00","1463","400","96,2"
"210465","GOVERNADOR NEWTON BELLO","MA","12/2021","1477","76804","52,00","4773","1278","86,5"
"210465","GOVERNADOR NEWTON BELLO","MA","02/2022","1468","73400","50,00","4755","1276","86,9"
"210465","GOVERNADOR NEWTON BELLO","MA","04/2022","1410","71910","51,00","4547","1219","86,5"
"210465","GOVERNADOR NEWTON BELLO","MA","06/2022","1395","73935","53,00","4461","1206","86,5"
"210465","GOVERNADOR NEWTON BELLO","MA","08/2022","1381","151910","110,00","4397","1195","86,5"
"210465","GOVERNADOR NEWTON BELLO","MA","10/2022","1366","152992","112,00","4338","1187","86,9"
"210465","GOVERNADOR NEWTON BELLO","MA","12/2022","1350","151200","112,00","4289","1174","87,0"
"210465","GOVERNADOR NEWTON BELLO","MA","02/2023","1339","149968","112,00","4245","1166","87,1"
"210465","GOVERNADOR NEWTON BELLO","MA","04/2023","1306","143660","110,00","4157","1140","87,3"
"210465","GOVERNADOR NEWTON BELLO","MA","06/2023","1287","140283","109,00","4086","1124","87,3"
"210465","GOVERNADOR NEWTON BELLO","MA","08/2023","1263","136404,00","108,00","4055","1104","87,4"
"210465","GOVERNADOR NEWTON BELLO","MA","10/2023","1251","132606","106,00","4028","1096","87,6"
"210465","GOVERNADOR NEWTON BELLO","MA","12/2023","1234","128336","104,00","3990","1084","87,8"
"210465","GOVERNADOR NEWTON BELLO","MA","02/2024","1217","124134,00","102,00","3922","1076","88,4"
"210465","GOVERNADOR NEWTON BELLO","MA","04/2024","1191","121482","102,00","3827","1055","88,6"
"210465","GOVERNADOR NEWTON BELLO","MA","06/2024","1189","121278","102,00","3809","1055","88,7"
"210465","GOVERNADOR NEWTON BELLO","MA","08/2024","1140","116280","102,00","3670","1018","89,3"
"210465","GOVERNADOR NEWTON BELLO","MA","10/2024","1113","115752","104,00","3581","993","89,2"
"210465","GOVERNADOR NEWTON BELLO","MA","12/2024","1109","115336","104,00","3581","993","89,5"
"210465","GOVERNADOR NEWTON BELLO","MA","02/2025","1105","117130","106,00","3542","988","89,4"
"210465","GOVERNADOR NEWTON BELLO","MA","04/2025","1098","118584","108,00","3518","982","89,4"
"210465","GOVERNADOR NEWTON BELLO","MA","06/2025","1098","118584","108,00","3518","982","89,4"
"210465","GOVERNADOR NEWTON BELLO","MA","08/2025","1064","114912","108,00","3412","953","89,6"
"210465","GOVERNADOR NEWTON BELLO","MA","10/2025","1052","113616","108,00","3388","945","89,8"
"210467","GOVERNADOR NUNES FREIRE","MA","12/2021","2213","115076","52,00","8249","2015","91,1"
"210467","GOVERNADOR NUNES FREIRE","MA","02/2022","2206","110300","50,00","8225","2010","91,1"
"210467","GOVERNADOR NUNES FREIRE","MA","04/2022","2184","111384","51,00","8054","1983","90,8"
"210467","GOVERNADOR NUNES FREIRE","MA","06/2022","2174","115222","53,00","7870","1981","91,1"
"210467","GOVERNADOR NUNES FREIRE","MA","08/2022","2149","236390","110,00","7723","1955","91,0"
"210467","GOVERNADOR NUNES FREIRE","MA","10/2022","2138","239456","112,00","7576","1946","91,0"
"210467","GOVERNADOR NUNES FREIRE","MA","12/2022","2113","236656","112,00","7407","1925","91,1"
"210467","GOVERNADOR NUNES FREIRE","MA","02/2023","2106","235872","112,00","7361","1919","91,1"
"210467","GOVERNADOR NUNES FREIRE","MA","04/2023","2039","224290","110,00","7137","1868","91,6"
"210467","GOVERNADOR NUNES FREIRE","MA","06/2023","2012","219308","109,00","6980","1842","91,6"
"210467","GOVERNADOR NUNES FREIRE","MA","08/2023","1958","211464,00","108,00","6801","1790","91,4"
"210467","GOVERNADOR NUNES FREIRE","MA","10/2023","1912","202672","106,00","6659","1754","91,7"
"210467","GOVERNADOR NUNES FREIRE","MA","12/2023","1879","195416","104,00","6562","1725","91,8"
"210467","GOVERNADOR NUNES FREIRE","MA","02/2024","1825","186150,00","102,00","6354","1679","92,0"
"210467","GOVERNADOR NUNES FREIRE","MA","04/2024","1810","184620","102,00","6277","1663","91,9"
"210467","GOVERNADOR NUNES FREIRE","MA","06/2024","1786","182172","102,00","6183","1644","92,0"
"210467","GOVERNADOR NUNES FREIRE","MA","08/2024","1757","179214","102,00","6057","1620","92,2"
"210467","GOVERNADOR NUNES FREIRE","MA","10/2024","1712","178048","104,00","5865","1580","92,3"
"210467","GOVERNADOR NUNES FREIRE","MA","12/2024","1696","176384","104,00","5865","1580","93,2"
"210467","GOVERNADOR NUNES FREIRE","MA","02/2025","1686","178716","106,00","5753","1555","92,2"
"210467","GOVERNADOR NUNES FREIRE","MA","04/2025","1672","180576","108,00","5708","1543","92,3"
"210467","GOVERNADOR NUNES FREIRE","MA","06/2025","1672","180576","108,00","5708","1543","92,3"
"210467","GOVERNADOR NUNES FREIRE","MA","08/2025","1626","175608","108,00","5463","1513","93,1"
"210467","GOVERNADOR NUNES FREIRE","MA","10/2025","1596","172368","108,00","5332","1486","93,1"
"210470","GRAÇA ARANHA","MA","12/2021","36","1872","52,00","128","36","100,0"
"210470","GRAÇA ARANHA","MA","02/2022","36","1800","50,00","128","36","100,0"
"210470","GRAÇA ARANHA","MA","04/2022","36","1836","51,00","127","36","100,0"
"210470","GRAÇA ARANHA","MA","06/2022","33","1749","53,00","117","33","100,0"
"210470","GRAÇA ARANHA","MA","08/2022","35","3850","110,00","123","35","100,0"
"210470","GRAÇA ARANHA","MA","10/2022","37","4144","112,00","130","37","100,0"
"210470","GRAÇA ARANHA","MA","12/2022","36","4032","112,00","129","36","100,0"
"210470","GRAÇA ARANHA","MA","02/2023","40","4480","112,00","145","40","100,0"
"210470","GRAÇA ARANHA","MA","04/2023","46","5060","110,00","161","46","100,0"
"210470","GRAÇA ARANHA","MA","06/2023","55","5995","109,00","193","55","100,0"
"210470","GRAÇA ARANHA","MA","08/2023","59","6372,00","108,00","203","59","100,0"
"210470","GRAÇA ARANHA","MA","10/2023","62","6572","106,00","220","61","98,4"
"210470","GRAÇA ARANHA","MA","12/2023","64","6656","104,00","223","62","96,9"
"210470","GRAÇA ARANHA","MA","02/2024","62","6324,00","102,00","219","61","98,4"
"210470","GRAÇA ARANHA","MA","04/2024","60","6120","102,00","218","59","98,3"
"210470","GRAÇA ARANHA","MA","06/2024","59","6018","102,00","215","59","100,0"
"210470","GRAÇA ARANHA","MA","08/2024","60","6120","102,00","220","60","100,0"
"210470","GRAÇA ARANHA","MA","10/2024","58","6032","104,00","219","58","100,0"
"210470","GRAÇA ARANHA","MA","12/2024","57","5928","104,00","219","58","101,8"
"210470","GRAÇA ARANHA","MA","02/2025","57","6042","106,00","213","57","100,0"
"210470","GRAÇA ARANHA","MA","04/2025","57","6156","108,00","213","57","100,0"
"210470","GRAÇA ARANHA","MA","06/2025","57","6156","108,00","213","57","100,0"
"210470","GRAÇA ARANHA","MA","08/2025","56","6048","108,00","209","56","100,0"
"210470","GRAÇA ARANHA","MA","10/2025","57","6156","108,00","214","57","100,0"
"210480","GRAJAÚ","MA","12/2021","150","7800","52,00","660","131","87,3"
"210480","GRAJAÚ","MA","02/2022","154","7700","50,00","661","131","85,1"
"210480","GRAJAÚ","MA","04/2022","152","7752","51,00","667","135","88,8"
"210480","GRAJAÚ","MA","06/2022","180","9540","53,00","775","161","89,4"
"210480","GRAJAÚ","MA","08/2022","197","21670","110,00","851","176","89,3"
"210480","GRAJAÚ","MA","10/2022","219","24528","112,00","923","197","90,0"
"210480","GRAJAÚ","MA","12/2022","224","25088","112,00","942","202","90,2"
"210480","GRAJAÚ","MA","02/2023","228","25536","112,00","956","206","90,4"
"210480","GRAJAÚ","MA","04/2023","221","24310","110,00","936","204","92,3"
"210480","GRAJAÚ","MA","06/2023","235","25615","109,00","978","220","93,6"
"210480","GRAJAÚ","MA","08/2023","250","27000,00","108,00","1021","235","94,0"
"210480","GRAJAÚ","MA","10/2023","260","27560","106,00","1072","250","96,2"
"210480","GRAJAÚ","MA","12/2023","267","27768","104,00","1101","257","96,3"
"210480","GRAJAÚ","MA","02/2024","286","29172,00","102,00","1160","276","96,5"
"210480","GRAJAÚ","MA","04/2024","292","29784","102,00","1179","281","96,2"
